timestamp,scenario,name,method,url,http_status,business_code,elapsed_ms,degraded,dependency,message,fallback_reason,error
"2026-09-03 10:28:36.071 +0800","baseline","captcha","GET","http://47.120.37.61:30081/api/captcha","200","200","601.81","","","success","",""
"2026-09-03 10:28:36.502 +0800","baseline","captcha","GET","http://47.120.37.61:30081/api/captcha","200","200","23.72","","","success","",""
"2026-09-03 10:28:36.918 +0800","baseline","captcha","GET","http://47.120.37.61:30081/api/captcha","200","200","24.13","","","success","",""
"2026-09-03 10:28:37.339 +0800","baseline","captcha","GET","http://47.120.37.61:30081/api/captcha","200","200","22.53","","","success","",""
"2026-09-03 10:28:37.759 +0800","baseline","captcha","GET","http://47.120.37.61:30081/api/captcha","200","200","19.83","","","success","",""
"2026-09-03 10:28:38.447 +0800","baseline","captcha","GET","http://47.120.37.61:30081/api/captcha","200","200","279.21","","","success","",""
"2026-09-03 10:28:38.903 +0800","baseline","captcha","GET","http://47.120.37.61:30081/api/captcha","200","200","21.53","","","success","",""
"2026-09-03 10:28:39.360 +0800","baseline","captcha","GET","http://47.120.37.61:30081/api/captcha","200","200","19.97","","","success","",""
"2026-09-03 10:28:39.781 +0800","baseline","captcha","GET","http://47.120.37.61:30081/api/captcha","200","200","18.84","","","success","",""
"2026-09-03 10:28:40.213 +0800","baseline","captcha","GET","http://47.120.37.61:30081/api/captcha","200","200","17.23","","","success","",""
"2026-09-03 10:28:40.625 +0800","baseline","captcha","GET","http://47.120.37.61:30081/api/captcha","200","200","18.45","","","success","",""
"2026-09-03 10:28:41.092 +0800","baseline","captcha","GET","http://47.120.37.61:30081/api/captcha","200","200","20.88","","","success","",""
"2026-09-03 10:28:42.151 +0800","baseline","search","GET","http://47.120.37.61:30081/api/search?keyword=Braised","200","200","729.16","","","success","",""
"2026-09-03 10:28:43.313 +0800","baseline","search","GET","http://47.120.37.61:30081/api/search?keyword=Braised","200","200","660.38","","","success","",""
"2026-09-03 10:28:44.112 +0800","baseline","search","GET","http://47.120.37.61:30081/api/search?keyword=Braised","200","200","297.08","","","success","",""
"2026-09-03 10:28:44.812 +0800","baseline","search","GET","http://47.120.37.61:30081/api/search?keyword=Braised","200","200","172.92","","","success","",""
"2026-09-03 10:28:45.626 +0800","baseline","search","GET","http://47.120.37.61:30081/api/search?keyword=Braised","200","200","331.27","","","success","",""
"2026-09-03 10:28:46.362 +0800","baseline","search","GET","http://47.120.37.61:30081/api/search?keyword=Braised","200","200","134.69","","","success","",""
"2026-09-03 10:28:46.971 +0800","baseline","search","GET","http://47.120.37.61:30081/api/search?keyword=Braised","200","200","127.0","","","success","",""
"2026-09-03 10:28:47.525 +0800","baseline","search","GET","http://47.120.37.61:30081/api/search?keyword=Braised","200","200","59.31","","","success","",""
"2026-09-03 10:28:48.107 +0800","baseline","search","GET","http://47.120.37.61:30081/api/search?keyword=Braised","200","200","132.55","","","success","",""
"2026-09-03 10:28:48.717 +0800","baseline","search","GET","http://47.120.37.61:30081/api/search?keyword=Braised","200","200","107.7","","","success","",""
"2026-09-03 10:28:49.316 +0800","baseline","search","GET","http://47.120.37.61:30081/api/search?keyword=Braised","200","200","127.48","","","success","",""
"2026-09-03 10:28:49.907 +0800","baseline","search","GET","http://47.120.37.61:30081/api/search?keyword=Braised","200","200","104.11","","","success","",""
