LAST SEEN   TYPE      REASON                         OBJECT                                                       MESSAGE
31m         Normal    Created                        pod/life-assistant-merchant-service-f754674fd-tspxq          Container created
30m         Warning   Unhealthy                      pod/life-assistant-merchant-service-f754674fd-tspxq          Readiness probe failed: Get "http://10.42.0.186:8081/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
30m         Normal    Killing                        pod/life-assistant-merchant-service-97c5d8c95-96q8q          Stopping container merchant-service
30m         Normal    ScalingReplicaSet              deployment/life-assistant-merchant-service                   Scaled down replica set life-assistant-merchant-service-97c5d8c95 from 2 to 1
30m         Normal    SuccessfulCreate               replicaset/life-assistant-merchant-service-f754674fd         Created pod: life-assistant-merchant-service-f754674fd-wkchl
30m         Normal    SuccessfulDelete               replicaset/life-assistant-merchant-service-97c5d8c95         Deleted pod: life-assistant-merchant-service-97c5d8c95-96q8q
30m         Normal    ScalingReplicaSet              deployment/life-assistant-merchant-service                   Scaled up replica set life-assistant-merchant-service-f754674fd from 1 to 2
30m         Normal    Created                        pod/life-assistant-merchant-service-f754674fd-wkchl          Container created
30m         Normal    Pulled                         pod/life-assistant-merchant-service-f754674fd-wkchl          Container image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:merchant-service-84e49096562b5713112782a46fcb4070c6f4c50a" already present on machine and can be accessed by the pod
30m         Normal    Started                        pod/life-assistant-merchant-service-f754674fd-wkchl          Container started
30m         Warning   Unhealthy                      pod/life-assistant-merchant-service-97c5d8c95-96q8q          Readiness probe failed: Get "http://10.42.0.184:8081/api/health": dial tcp 10.42.0.184:8081: connect: connection refused
29m         Warning   Unhealthy                      pod/life-assistant-merchant-service-f754674fd-wkchl          Readiness probe failed: Get "http://10.42.0.187:8081/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
29m         Normal    ScalingReplicaSet              deployment/life-assistant-merchant-service                   Scaled down replica set life-assistant-merchant-service-97c5d8c95 from 1 to 0
29m         Normal    Killing                        pod/life-assistant-merchant-service-97c5d8c95-4hcpq          Stopping container merchant-service
29m         Normal    SuccessfulDelete               replicaset/life-assistant-merchant-service-97c5d8c95         Deleted pod: life-assistant-merchant-service-97c5d8c95-4hcpq
29m         Normal    ScalingReplicaSet              deployment/life-assistant-api-gateway                        Scaled down replica set life-assistant-api-gateway-789b5d7b79 from 2 to 1
29m         Normal    Killing                        pod/life-assistant-api-gateway-789b5d7b79-bzrbt              Stopping container api-gateway
29m         Normal    SuccessfulDelete               replicaset/life-assistant-api-gateway-789b5d7b79             Deleted pod: life-assistant-api-gateway-789b5d7b79-bzrbt
29m         Warning   Unhealthy                      pod/life-assistant-api-gateway-789b5d7b79-bzrbt              Readiness probe failed: HTTP probe failed with statuscode: 503
29m         Warning   Unhealthy                      pod/life-assistant-api-gateway-789b5d7b79-bzrbt              Readiness probe failed: Get "http://10.42.0.185:8080/actuator/health/readiness": dial tcp 10.42.0.185:8080: connect: connection refused
28m         Warning   Unhealthy                      pod/life-assistant-merchant-service-97c5d8c95-4hcpq          Readiness probe failed: Get "http://10.42.0.175:8081/api/health": dial tcp 10.42.0.175:8081: connect: connection refused
28m         Normal    SuccessfulRescale              horizontalpodautoscaler/life-assistant-order-service         New size: 2; reason: cpu resource utilization (percentage of request) above target
28m         Normal    SuccessfulCreate               replicaset/life-assistant-order-service-79d9584cf4           Created pod: life-assistant-order-service-79d9584cf4-2cmx6
28m         Normal    ScalingReplicaSet              deployment/life-assistant-order-service                      Scaled up replica set life-assistant-order-service-79d9584cf4 from 1 to 2
28m         Normal    Created                        pod/life-assistant-order-service-79d9584cf4-2cmx6            Container created
28m         Normal    Pulled                         pod/life-assistant-order-service-79d9584cf4-2cmx6            Container image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:order-service-84e49096562b5713112782a46fcb4070c6f4c50a" already present on machine and can be accessed by the pod
28m         Normal    Started                        pod/life-assistant-order-service-79d9584cf4-2cmx6            Container started
28m         Normal    ScalingReplicaSet              deployment/life-assistant-merchant-service                   Scaled up replica set life-assistant-merchant-service-f754674fd from 2 to 4
28m         Normal    SuccessfulCreate               replicaset/life-assistant-merchant-service-f754674fd         Created pod: life-assistant-merchant-service-f754674fd-cszzn
28m         Normal    SuccessfulCreate               replicaset/life-assistant-merchant-service-f754674fd         Created pod: life-assistant-merchant-service-f754674fd-9fxtk
28m         Normal    Started                        pod/life-assistant-merchant-service-f754674fd-cszzn          Container started
28m         Normal    Pulled                         pod/life-assistant-merchant-service-f754674fd-9fxtk          Container image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:merchant-service-84e49096562b5713112782a46fcb4070c6f4c50a" already present on machine and can be accessed by the pod
28m         Normal    Created                        pod/life-assistant-merchant-service-f754674fd-9fxtk          Container created
28m         Normal    Started                        pod/life-assistant-merchant-service-f754674fd-9fxtk          Container started
28m         Normal    Pulled                         pod/life-assistant-merchant-service-f754674fd-cszzn          Container image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:merchant-service-84e49096562b5713112782a46fcb4070c6f4c50a" already present on machine and can be accessed by the pod
28m         Normal    Created                        pod/life-assistant-merchant-service-f754674fd-cszzn          Container created
27m         Warning   Unhealthy                      pod/life-assistant-order-service-79d9584cf4-2cmx6            Readiness probe failed: Get "http://10.42.0.188:8083/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
27m         Warning   Unhealthy                      pod/life-assistant-merchant-service-f754674fd-9fxtk          Readiness probe failed: Get "http://10.42.0.190:8081/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
27m         Warning   Unhealthy                      pod/life-assistant-merchant-service-f754674fd-cszzn          Readiness probe failed: Get "http://10.42.0.189:8081/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
27m         Normal    Killing                        pod/life-assistant-merchant-service-f754674fd-cszzn          Stopping container merchant-service
27m         Normal    Killing                        pod/life-assistant-merchant-service-f754674fd-9fxtk          Stopping container merchant-service
27m         Normal    ScalingReplicaSet              deployment/life-assistant-merchant-service                   Scaled down replica set life-assistant-merchant-service-f754674fd from 4 to 1
27m         Normal    SuccessfulDelete               replicaset/life-assistant-merchant-service-f754674fd         Deleted pod: life-assistant-merchant-service-f754674fd-cszzn
27m         Normal    SuccessfulDelete               replicaset/life-assistant-merchant-service-f754674fd         Deleted pod: life-assistant-merchant-service-f754674fd-wkchl
27m         Normal    Killing                        pod/life-assistant-merchant-service-f754674fd-wkchl          Stopping container merchant-service
27m         Normal    SuccessfulDelete               replicaset/life-assistant-merchant-service-f754674fd         Deleted pod: life-assistant-merchant-service-f754674fd-9fxtk
27m         Normal    SuccessfulDelete               replicaset/life-assistant-order-service-79d9584cf4           Deleted pod: life-assistant-order-service-79d9584cf4-2cmx6
27m         Normal    Killing                        pod/life-assistant-order-service-79d9584cf4-2cmx6            Stopping container order-service
27m         Normal    SuccessfulCreate               replicaset/life-assistant-user-service-967b8fbb6             Created pod: life-assistant-user-service-967b8fbb6-fwdgg
27m         Normal    SuccessfulCreate               replicaset/life-assistant-order-service-5d8996d9c5           Created pod: life-assistant-order-service-5d8996d9c5-d4ml2
27m         Normal    SuccessfulCreate               replicaset/life-assistant-merchant-service-59d8984b4f        Created pod: life-assistant-merchant-service-59d8984b4f-xtdt6
27m         Normal    ScalingReplicaSet              deployment/life-assistant-settlement-service                 Scaled up replica set life-assistant-settlement-service-6868b9dff9 from 0 to 1
27m         Normal    ScalingReplicaSet              deployment/life-assistant-user-service                       Scaled up replica set life-assistant-user-service-967b8fbb6 from 0 to 1
27m         Normal    SuccessfulCreate               replicaset/life-assistant-settlement-service-6868b9dff9      Created pod: life-assistant-settlement-service-6868b9dff9-4mcf4
27m         Normal    Pulling                        pod/life-assistant-merchant-service-59d8984b4f-xtdt6         Pulling image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:merchant-service-10b040b34232b728e30fa8b450998a74f2a89f34"
27m         Normal    ScalingReplicaSet              deployment/life-assistant-order-service                      Scaled down replica set life-assistant-order-service-79d9584cf4 from 2 to 1
27m         Normal    SuccessfulCreate               replicaset/life-assistant-engagement-service-5957b687f6      Created pod: life-assistant-engagement-service-5957b687f6-cd7nq
27m         Normal    ScalingReplicaSet              deployment/life-assistant-engagement-service                 Scaled up replica set life-assistant-engagement-service-5957b687f6 from 0 to 1
27m         Normal    Pulling                        pod/life-assistant-user-service-967b8fbb6-fwdgg              Pulling image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:user-service-10b040b34232b728e30fa8b450998a74f2a89f34"
27m         Normal    SuccessfulCreate               replicaset/life-assistant-fulfillment-service-5f98ffd56f     Created pod: life-assistant-fulfillment-service-5f98ffd56f-ktld2
27m         Normal    Pulling                        pod/life-assistant-fulfillment-service-5f98ffd56f-ktld2      Pulling image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:fulfillment-service-10b040b34232b728e30fa8b450998a74f2a89f34"
27m         Normal    Pulling                        pod/life-assistant-order-service-5d8996d9c5-d4ml2            Pulling image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:order-service-10b040b34232b728e30fa8b450998a74f2a89f34"
27m         Normal    Pulling                        pod/life-assistant-engagement-service-5957b687f6-cd7nq       Pulling image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:engagement-service-10b040b34232b728e30fa8b450998a74f2a89f34"
27m         Normal    Pulling                        pod/life-assistant-settlement-service-6868b9dff9-4mcf4       Pulling image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:settlement-service-10b040b34232b728e30fa8b450998a74f2a89f34"
27m         Normal    ScalingReplicaSet              deployment/life-assistant-fulfillment-service                Scaled up replica set life-assistant-fulfillment-service-5f98ffd56f from 0 to 1
27m         Normal    Pulled                         pod/life-assistant-merchant-service-59d8984b4f-xtdt6         Successfully pulled image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:merchant-service-10b040b34232b728e30fa8b450998a74f2a89f34" in 9.375s (9.375s including waiting). Image size: 178336137 bytes.
27m         Normal    Pulled                         pod/life-assistant-settlement-service-6868b9dff9-4mcf4       Successfully pulled image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:settlement-service-10b040b34232b728e30fa8b450998a74f2a89f34" in 8.656s (8.656s including waiting). Image size: 178250053 bytes.
27m         Normal    Pulled                         pod/life-assistant-user-service-967b8fbb6-fwdgg              Successfully pulled image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:user-service-10b040b34232b728e30fa8b450998a74f2a89f34" in 9.221s (9.221s including waiting). Image size: 178434805 bytes.
27m         Normal    Created                        pod/life-assistant-user-service-967b8fbb6-fwdgg              Container created
27m         Normal    Started                        pod/life-assistant-merchant-service-59d8984b4f-xtdt6         Container started
27m         Normal    Created                        pod/life-assistant-merchant-service-59d8984b4f-xtdt6         Container created
27m         Normal    Started                        pod/life-assistant-settlement-service-6868b9dff9-4mcf4       Container started
27m         Normal    Created                        pod/life-assistant-settlement-service-6868b9dff9-4mcf4       Container created
27m         Normal    Started                        pod/life-assistant-user-service-967b8fbb6-fwdgg              Container started
26m         Normal    Started                        pod/life-assistant-order-service-5d8996d9c5-d4ml2            Container started
26m         Normal    Pulled                         pod/life-assistant-order-service-5d8996d9c5-d4ml2            Successfully pulled image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:order-service-10b040b34232b728e30fa8b450998a74f2a89f34" in 13.703s (13.703s including waiting). Image size: 178282698 bytes.
26m         Normal    Created                        pod/life-assistant-order-service-5d8996d9c5-d4ml2            Container created
26m         Normal    Pulled                         pod/life-assistant-fulfillment-service-5f98ffd56f-ktld2      Successfully pulled image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:fulfillment-service-10b040b34232b728e30fa8b450998a74f2a89f34" in 15.384s (15.384s including waiting). Image size: 178422719 bytes.
26m         Warning   Unhealthy                      pod/life-assistant-merchant-service-f754674fd-wkchl          Readiness probe failed: Get "http://10.42.0.187:8081/api/health": dial tcp 10.42.0.187:8081: connect: connection refused
26m         Warning   Unhealthy                      pod/life-assistant-merchant-service-f754674fd-9fxtk          Readiness probe failed: Get "http://10.42.0.190:8081/api/health": dial tcp 10.42.0.190:8081: connect: connection refused
26m         Normal    Created                        pod/life-assistant-fulfillment-service-5f98ffd56f-ktld2      Container created
26m         Warning   Unhealthy                      pod/life-assistant-merchant-service-f754674fd-cszzn          Readiness probe failed: Get "http://10.42.0.189:8081/api/health": dial tcp 10.42.0.189:8081: connect: connection refused
26m         Normal    Started                        pod/life-assistant-engagement-service-5957b687f6-cd7nq       Container started
26m         Normal    Pulled                         pod/life-assistant-engagement-service-5957b687f6-cd7nq       Successfully pulled image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:engagement-service-10b040b34232b728e30fa8b450998a74f2a89f34" in 16.593s (16.593s including waiting). Image size: 182080141 bytes.
26m         Normal    Started                        pod/life-assistant-fulfillment-service-5f98ffd56f-ktld2      Container started
26m         Normal    Created                        pod/life-assistant-engagement-service-5957b687f6-cd7nq       Container created
26m         Warning   Unhealthy                      pod/life-assistant-order-service-79d9584cf4-2cmx6            Readiness probe failed: Get "http://10.42.0.188:8083/api/health": dial tcp 10.42.0.188:8083: connect: connection refused
26m         Warning   Unhealthy                      pod/life-assistant-merchant-service-59d8984b4f-xtdt6         Liveness probe failed: Get "http://10.42.0.191:8081/api/health": dial tcp 10.42.0.191:8081: connect: connection refused
26m         Warning   Unhealthy                      pod/life-assistant-user-service-967b8fbb6-fwdgg              Liveness probe failed: Get "http://10.42.0.192:8082/api/health": dial tcp 10.42.0.192:8082: connect: connection refused
25m         Warning   Unhealthy                      pod/life-assistant-settlement-service-6868b9dff9-4mcf4       Liveness probe failed: Get "http://10.42.0.194:8084/api/health": dial tcp 10.42.0.194:8084: connect: connection refused
25m         Warning   Unhealthy                      pod/life-assistant-user-service-967b8fbb6-fwdgg              Readiness probe failed: Get "http://10.42.0.192:8082/api/health": dial tcp 10.42.0.192:8082: connect: connection refused
25m         Warning   Unhealthy                      pod/life-assistant-settlement-service-6868b9dff9-4mcf4       Readiness probe failed: Get "http://10.42.0.194:8084/api/health": dial tcp 10.42.0.194:8084: connect: connection refused
25m         Warning   Unhealthy                      pod/life-assistant-merchant-service-59d8984b4f-xtdt6         Readiness probe failed: Get "http://10.42.0.191:8081/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
25m         Warning   Unhealthy                      pod/life-assistant-order-service-5d8996d9c5-d4ml2            Liveness probe failed: Get "http://10.42.0.193:8083/api/health": dial tcp 10.42.0.193:8083: connect: connection refused
25m         Warning   Unhealthy                      pod/life-assistant-fulfillment-service-5f98ffd56f-ktld2      Readiness probe failed: Get "http://10.42.0.195:8085/api/health": dial tcp 10.42.0.195:8085: connect: connection refused
25m         Normal    Killing                        pod/life-assistant-merchant-service-f754674fd-tspxq          Stopping container merchant-service
25m         Warning   Unhealthy                      pod/life-assistant-settlement-service-6868b9dff9-4mcf4       Readiness probe failed: Get "http://10.42.0.194:8084/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
25m         Normal    SuccessfulDelete               replicaset/life-assistant-merchant-service-f754674fd         Deleted pod: life-assistant-merchant-service-f754674fd-tspxq
25m         Warning   Unhealthy                      pod/life-assistant-engagement-service-5957b687f6-cd7nq       Liveness probe failed: Get "http://10.42.0.196:8086/api/health": dial tcp 10.42.0.196:8086: connect: connection refused
25m         Warning   Unhealthy                      pod/life-assistant-fulfillment-service-5f98ffd56f-ktld2      Liveness probe failed: Get "http://10.42.0.195:8085/api/health": dial tcp 10.42.0.195:8085: connect: connection refused
25m         Warning   Unhealthy                      pod/life-assistant-user-service-967b8fbb6-fwdgg              Liveness probe failed: Get "http://10.42.0.192:8082/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
25m         Normal    SuccessfulDelete               replicaset/life-assistant-settlement-service-6bcc59466d      Deleted pod: life-assistant-settlement-service-6bcc59466d-p5k68
25m         Normal    Killing                        pod/life-assistant-settlement-service-6bcc59466d-p5k68       Stopping container settlement-service
25m         Normal    ScalingReplicaSet              deployment/life-assistant-settlement-service                 Scaled down replica set life-assistant-settlement-service-6bcc59466d from 1 to 0
25m         Warning   Unhealthy                      pod/life-assistant-user-service-967b8fbb6-fwdgg              Readiness probe failed: Get "http://10.42.0.192:8082/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
25m         Warning   Unhealthy                      pod/life-assistant-engagement-service-5957b687f6-cd7nq       Readiness probe failed: Get "http://10.42.0.196:8086/api/health": dial tcp 10.42.0.196:8086: connect: connection refused
25m         Normal    ScalingReplicaSet              deployment/life-assistant-user-service                       Scaled down replica set life-assistant-user-service-c45b44cdf from 1 to 0
25m         Normal    Killing                        pod/life-assistant-user-service-c45b44cdf-9j7dv              Stopping container user-service
25m         Normal    SuccessfulDelete               replicaset/life-assistant-user-service-c45b44cdf             Deleted pod: life-assistant-user-service-c45b44cdf-9j7dv
25m         Warning   Unhealthy                      pod/life-assistant-fulfillment-service-5f98ffd56f-ktld2      Readiness probe failed: Get "http://10.42.0.195:8085/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
25m         Warning   Unhealthy                      pod/life-assistant-order-service-5d8996d9c5-d4ml2            Readiness probe failed: Get "http://10.42.0.193:8083/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
25m         Normal    SuccessfulDelete               replicaset/life-assistant-order-service-79d9584cf4           Deleted pod: life-assistant-order-service-79d9584cf4-jlvlb
25m         Normal    ScalingReplicaSet              deployment/life-assistant-order-service                      Scaled down replica set life-assistant-order-service-79d9584cf4 from 1 to 0
25m         Normal    Killing                        pod/life-assistant-order-service-79d9584cf4-jlvlb            Stopping container order-service
25m         Normal    Killing                        pod/life-assistant-fulfillment-service-85fc6b469b-m4jkj      Stopping container fulfillment-service
25m         Normal    ScalingReplicaSet              deployment/life-assistant-fulfillment-service                Scaled down replica set life-assistant-fulfillment-service-85fc6b469b from 1 to 0
25m         Normal    SuccessfulDelete               replicaset/life-assistant-fulfillment-service-85fc6b469b     Deleted pod: life-assistant-fulfillment-service-85fc6b469b-m4jkj
25m         Warning   Unhealthy                      pod/life-assistant-engagement-service-5957b687f6-cd7nq       Liveness probe failed: Get "http://10.42.0.196:8086/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
25m         Warning   Unhealthy                      pod/life-assistant-engagement-service-5957b687f6-cd7nq       Readiness probe failed: Get "http://10.42.0.196:8086/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
25m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/life-assistant-order-service         failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
25m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/life-assistant-order-service         invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
25m         Normal    SuccessfulCreate               replicaset/life-assistant-api-gateway-776675b754             Created pod: life-assistant-api-gateway-776675b754-zmgz7
25m         Normal    ScalingReplicaSet              deployment/life-assistant-api-gateway                        Scaled up replica set life-assistant-api-gateway-776675b754 from 0 to 1
25m         Normal    Killing                        pod/life-assistant-engagement-service-646486db9c-79swk       Stopping container engagement-service
25m         Normal    SuccessfulDelete               replicaset/life-assistant-engagement-service-646486db9c      Deleted pod: life-assistant-engagement-service-646486db9c-79swk
25m         Normal    ScalingReplicaSet              deployment/life-assistant-engagement-service                 Scaled down replica set life-assistant-engagement-service-646486db9c from 1 to 0
25m         Normal    Pulling                        pod/life-assistant-api-gateway-776675b754-zmgz7              Pulling image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:api-gateway-10b040b34232b728e30fa8b450998a74f2a89f34"
25m         Warning   Unhealthy                      pod/life-assistant-settlement-service-6bcc59466d-p5k68       Readiness probe failed: Get "http://10.42.0.178:8084/api/health": dial tcp 10.42.0.178:8084: connect: connection refused
25m         Normal    Killing                        pod/life-assistant-order-service-5d8996d9c5-d4ml2            Stopping container order-service
25m         Normal    ScalingReplicaSet              deployment/life-assistant-order-service                      Scaled down replica set life-assistant-order-service-5d8996d9c5 from 1 to 0
25m         Normal    SuccessfulDelete               replicaset/life-assistant-order-service-5d8996d9c5           Deleted pod: life-assistant-order-service-5d8996d9c5-d4ml2
25m         Warning   Unhealthy                      pod/life-assistant-merchant-service-f754674fd-tspxq          Readiness probe failed: Get "http://10.42.0.186:8081/api/health": dial tcp 10.42.0.186:8081: connect: connection refused
25m         Normal    Pulled                         pod/life-assistant-api-gateway-776675b754-zmgz7              Successfully pulled image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:api-gateway-10b040b34232b728e30fa8b450998a74f2a89f34" in 5.053s (5.053s including waiting). Image size: 155902607 bytes.
25m         Normal    Started                        pod/life-assistant-api-gateway-776675b754-zmgz7              Container started
25m         Normal    Created                        pod/life-assistant-api-gateway-776675b754-zmgz7              Container created
25m         Warning   Unhealthy                      pod/life-assistant-user-service-c45b44cdf-9j7dv              Readiness probe failed: Get "http://10.42.0.176:8082/api/health": dial tcp 10.42.0.176:8082: connect: connection refused
25m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/life-assistant-settlement-service    invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
25m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/life-assistant-settlement-service    failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
25m         Normal    Pulled                         pod/life-assistant-merchant-service-59d8984b4f-ngk5x         Container image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:merchant-service-10b040b34232b728e30fa8b450998a74f2a89f34" already present on machine and can be accessed by the pod
25m         Normal    SuccessfulCreate               replicaset/life-assistant-merchant-service-59d8984b4f        Created pod: life-assistant-merchant-service-59d8984b4f-462m6
25m         Normal    Started                        pod/life-assistant-merchant-service-59d8984b4f-ngk5x         Container started
25m         Normal    SuccessfulCreate               replicaset/life-assistant-merchant-service-59d8984b4f        Created pod: life-assistant-merchant-service-59d8984b4f-ngk5x
25m         Normal    Pulled                         pod/life-assistant-merchant-service-59d8984b4f-462m6         Container image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:merchant-service-10b040b34232b728e30fa8b450998a74f2a89f34" already present on machine and can be accessed by the pod
25m         Normal    Started                        pod/life-assistant-merchant-service-59d8984b4f-462m6         Container started
25m         Normal    Created                        pod/life-assistant-merchant-service-59d8984b4f-ngk5x         Container created
25m         Normal    Created                        pod/life-assistant-merchant-service-59d8984b4f-462m6         Container created
25m         Warning   Unhealthy                      pod/life-assistant-order-service-79d9584cf4-jlvlb            Readiness probe failed: Get "http://10.42.0.177:8083/api/health": dial tcp 10.42.0.177:8083: connect: connection refused
25m         Warning   Unhealthy                      pod/life-assistant-fulfillment-service-85fc6b469b-m4jkj      Readiness probe failed: Get "http://10.42.0.179:8085/api/health": dial tcp 10.42.0.179:8085: connect: connection refused
25m         Warning   Unhealthy                      pod/life-assistant-engagement-service-646486db9c-79swk       Readiness probe failed: Get "http://10.42.0.180:8086/api/health": dial tcp 10.42.0.180:8086: connect: connection refused
25m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/life-assistant-fulfillment-service   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
25m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/life-assistant-user-service          failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
25m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/life-assistant-user-service          invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
25m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/life-assistant-fulfillment-service   failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
25m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/life-assistant-engagement-service    invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
25m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/life-assistant-engagement-service    failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
24m         Warning   Unhealthy                      pod/life-assistant-order-service-5d8996d9c5-d4ml2            Readiness probe failed: Get "http://10.42.0.193:8083/api/health": dial tcp 10.42.0.193:8083: connect: connection refused
24m         Warning   Unhealthy                      pod/life-assistant-api-gateway-776675b754-zmgz7              Readiness probe failed: Get "http://10.42.0.197:8080/actuator/health/readiness": dial tcp 10.42.0.197:8080: connect: connection refused
24m         Warning   Unhealthy                      pod/life-assistant-api-gateway-776675b754-zmgz7              Readiness probe failed: HTTP probe failed with statuscode: 503
24m         Normal    Killing                        pod/life-assistant-api-gateway-789b5d7b79-596lw              Stopping container api-gateway
24m         Normal    ScalingReplicaSet              deployment/life-assistant-api-gateway                        Scaled down replica set life-assistant-api-gateway-789b5d7b79 from 1 to 0
24m         Normal    SuccessfulDelete               replicaset/life-assistant-api-gateway-789b5d7b79             Deleted pod: life-assistant-api-gateway-789b5d7b79-596lw
24m         Normal    ScalingReplicaSet              deployment/life-assistant-frontend                           Scaled up replica set life-assistant-frontend-6cb65cc47c from 0 to 1
24m         Normal    SuccessfulCreate               replicaset/life-assistant-frontend-6cb65cc47c                Created pod: life-assistant-frontend-6cb65cc47c-99gcr
24m         Normal    Pulling                        pod/life-assistant-frontend-6cb65cc47c-99gcr                 Pulling image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:frontend-10b040b34232b728e30fa8b450998a74f2a89f34"
24m         Normal    Started                        pod/life-assistant-frontend-6cb65cc47c-99gcr                 Container started
24m         Normal    Created                        pod/life-assistant-frontend-6cb65cc47c-99gcr                 Container created
24m         Normal    Pulled                         pod/life-assistant-frontend-6cb65cc47c-99gcr                 Successfully pulled image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:frontend-10b040b34232b728e30fa8b450998a74f2a89f34" in 962ms (962ms including waiting). Image size: 21076035 bytes.
24m         Warning   Unhealthy                      pod/life-assistant-api-gateway-789b5d7b79-596lw              Readiness probe failed: HTTP probe failed with statuscode: 503
24m         Normal    ScalingReplicaSet              deployment/life-assistant-frontend                           Scaled down replica set life-assistant-frontend-bbbc79df6 from 1 to 0
