LAST SEEN   TYPE      REASON                         OBJECT                                                       MESSAGE
13m         Normal    Pulled                         pod/life-assistant-order-service-5d8996d9c5-c8rps            Container image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:order-service-10b040b34232b728e30fa8b450998a74f2a89f34" already present on machine and can be accessed by the pod
13m         Normal    Created                        pod/life-assistant-order-service-5d8996d9c5-c8rps            Container created
13m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/life-assistant-api-gateway           failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
13m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/life-assistant-api-gateway           invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
13m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/life-assistant-order-service         failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
13m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/life-assistant-order-service         invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
13m         Warning   Unhealthy                      pod/life-assistant-order-service-5d8996d9c5-c8rps            Readiness probe failed: Get "http://10.42.0.201:8083/api/health": dial tcp 10.42.0.201:8083: connect: connection refused
12m         Warning   Unhealthy                      pod/life-assistant-order-service-5d8996d9c5-c8rps            Readiness probe failed: Get "http://10.42.0.201:8083/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
12m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/life-assistant-order-service         invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
12m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/life-assistant-order-service         failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
12m         Normal    SuccessfulCreate               replicaset/life-assistant-api-gateway-776675b754             Created pod: life-assistant-api-gateway-776675b754-f2sfr
12m         Normal    ScalingReplicaSet              deployment/life-assistant-api-gateway                        Scaled up replica set life-assistant-api-gateway-776675b754 from 1 to 2
12m         Normal    Started                        pod/life-assistant-api-gateway-776675b754-f2sfr              Container started
12m         Normal    Created                        pod/life-assistant-api-gateway-776675b754-f2sfr              Container created
12m         Normal    Pulled                         pod/life-assistant-api-gateway-776675b754-f2sfr              Container image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:api-gateway-10b040b34232b728e30fa8b450998a74f2a89f34" already present on machine and can be accessed by the pod
12m         Normal    SuccessfulRescale              horizontalpodautoscaler/life-assistant-api-gateway           New size: 2; reason: cpu resource utilization (percentage of request) above target
9m40s       Normal    SuccessfulDelete               replicaset/life-assistant-merchant-service-59d8984b4f        Deleted pod: life-assistant-merchant-service-59d8984b4f-ngk5x
9m40s       Normal    SuccessfulRescale              horizontalpodautoscaler/life-assistant-merchant-service      New size: 2; reason: All metrics below target
9m40s       Normal    Killing                        pod/life-assistant-merchant-service-59d8984b4f-ngk5x         Stopping container merchant-service
9m24s       Warning   Unhealthy                      pod/life-assistant-merchant-service-59d8984b4f-ngk5x         Readiness probe failed: Get "http://10.42.0.199:8081/api/health": dial tcp 10.42.0.199:8081: connect: connection refused
7m10s       Normal    SuccessfulRescale              horizontalpodautoscaler/life-assistant-merchant-service      New size: 1; reason: All metrics below target
7m10s       Normal    ScalingReplicaSet              deployment/life-assistant-api-gateway                        Scaled down replica set life-assistant-api-gateway-776675b754 from 2 to 1
7m10s       Normal    Killing                        pod/life-assistant-api-gateway-776675b754-f2sfr              Stopping container api-gateway
7m10s       Normal    SuccessfulDelete               replicaset/life-assistant-merchant-service-59d8984b4f        Deleted pod: life-assistant-merchant-service-59d8984b4f-xtdt6
7m10s       Normal    SuccessfulRescale              horizontalpodautoscaler/life-assistant-api-gateway           New size: 1; reason: All metrics below target
7m10s       Normal    Killing                        pod/life-assistant-merchant-service-59d8984b4f-xtdt6         Stopping container merchant-service
7m10s       Normal    SuccessfulDelete               replicaset/life-assistant-api-gateway-776675b754             Deleted pod: life-assistant-api-gateway-776675b754-f2sfr
7m4s        Warning   Unhealthy                      pod/life-assistant-api-gateway-776675b754-f2sfr              Readiness probe failed: HTTP probe failed with statuscode: 503
6m59s       Warning   Unhealthy                      pod/life-assistant-api-gateway-776675b754-f2sfr              Readiness probe failed: Get "http://10.42.0.202:8080/actuator/health/readiness": dial tcp 10.42.0.202:8080: connect: connection refused
6m53s       Warning   Unhealthy                      pod/life-assistant-merchant-service-59d8984b4f-xtdt6         Readiness probe failed: Get "http://10.42.0.191:8081/api/health": dial tcp 10.42.0.191:8081: connect: connection refused
3m37s       Normal    SuccessfulCreate               replicaset/life-assistant-merchant-service-b9566645f         Created pod: life-assistant-merchant-service-b9566645f-9b7gr
3m36s       Normal    Pulled                         pod/life-assistant-merchant-service-b9566645f-9b7gr          Container image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:merchant-service-10b040b34232b728e30fa8b450998a74f2a89f34" already present on machine and can be accessed by the pod
3m36s       Normal    Created                        pod/life-assistant-merchant-service-b9566645f-9b7gr          Container created
3m36s       Normal    Started                        pod/life-assistant-merchant-service-b9566645f-9b7gr          Container started
2m46s       Warning   Unhealthy                      pod/life-assistant-merchant-service-b9566645f-9b7gr          Readiness probe failed: Get "http://10.42.0.203:8081/api/health": dial tcp 10.42.0.203:8081: connect: connection refused
2m38s       Warning   Unhealthy                      pod/life-assistant-merchant-service-b9566645f-9b7gr          Readiness probe failed: Get "http://10.42.0.203:8081/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
2m36s       Normal    SuccessfulDelete               replicaset/life-assistant-merchant-service-59d8984b4f        Deleted pod: life-assistant-merchant-service-59d8984b4f-462m6
2m36s       Normal    Killing                        pod/life-assistant-merchant-service-59d8984b4f-462m6         Stopping container merchant-service
2m36s       Normal    ScalingReplicaSet              deployment/life-assistant-merchant-service                   (combined from similar events): Scaled down replica set life-assistant-merchant-service-59d8984b4f from 1 to 0
2m20s       Warning   Unhealthy                      pod/life-assistant-merchant-service-59d8984b4f-462m6         Readiness probe failed: Get "http://10.42.0.198:8081/api/health": dial tcp 10.42.0.198:8081: connect: connection refused
2m10s       Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/life-assistant-merchant-service      invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
2m10s       Warning   FailedGetResourceMetric        horizontalpodautoscaler/life-assistant-merchant-service      failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
