timestamp,pod,cpu,memory
2026-09-01T11:28:06+08:00,life-assistant-mysql-596766557b-hl5pf,184m,615Mi
2026-09-01T11:28:06+08:00,life-assistant-nacos-5995f55965-l7wq6,7m,560Mi
2026-09-01T11:28:06+08:00,life-assistant-order-service-55cc89b84d-74hvv,10m,262Mi
2026-09-01T11:28:06+08:00,life-assistant-redis-c4fcbf6c-r8mhj,13m,14Mi
2026-09-01T11:28:06+08:00,life-assistant-settlement-service-649b44d76b-hjmml,6m,265Mi
2026-09-01T11:28:06+08:00,life-assistant-user-service-774d699455-2c5dd,11m,278Mi
2026-09-01T11:28:29+08:00,life-assistant-api-gateway-74477cb8bf-bj8c6,143m,242Mi
2026-09-01T11:28:29+08:00,life-assistant-api-gateway-74477cb8bf-gs7s8,429m,201Mi
2026-09-01T11:28:29+08:00,life-assistant-engagement-service-7c88c4dd55-9dtrp,7m,276Mi
2026-09-01T11:28:29+08:00,life-assistant-frontend-57c66c6878-rc6tl,1m,7Mi
2026-09-01T11:28:29+08:00,life-assistant-fulfillment-service-c7d796f6b-nhfjw,11m,269Mi
2026-09-01T11:28:29+08:00,life-assistant-merchant-service-7f9c8f666d-2gjv7,472m,157Mi
2026-09-01T11:28:29+08:00,life-assistant-merchant-service-7f9c8f666d-nb6f4,487m,179Mi
2026-09-01T11:28:29+08:00,life-assistant-merchant-service-7f9c8f666d-pqg2v,496m,324Mi
2026-09-01T11:28:29+08:00,life-assistant-merchant-service-7f9c8f666d-q6zgj,459m,315Mi
2026-09-01T11:28:29+08:00,life-assistant-merchant-service-7f9c8f666d-x9mh4,484m,127Mi
2026-09-01T11:28:29+08:00,life-assistant-mysql-596766557b-hl5pf,146m,615Mi
2026-09-01T11:28:29+08:00,life-assistant-nacos-5995f55965-l7wq6,7m,560Mi
2026-09-01T11:28:29+08:00,life-assistant-order-service-55cc89b84d-74hvv,10m,262Mi
2026-09-01T11:28:29+08:00,life-assistant-redis-c4fcbf6c-r8mhj,11m,14Mi
2026-09-01T11:28:29+08:00,life-assistant-settlement-service-649b44d76b-hjmml,6m,266Mi
2026-09-01T11:28:29+08:00,life-assistant-user-service-774d699455-2c5dd,10m,279Mi
2026-09-01T11:28:51+08:00,life-assistant-api-gateway-74477cb8bf-bj8c6,126m,240Mi
2026-09-01T11:28:51+08:00,life-assistant-api-gateway-74477cb8bf-gs7s8,120m,210Mi
2026-09-01T11:28:51+08:00,life-assistant-api-gateway-74477cb8bf-smkfr,492m,59Mi
2026-09-01T11:28:51+08:00,life-assistant-engagement-service-7c88c4dd55-9dtrp,10m,276Mi
2026-09-01T11:28:51+08:00,life-assistant-frontend-57c66c6878-rc6tl,1m,7Mi
2026-09-01T11:28:51+08:00,life-assistant-fulfillment-service-c7d796f6b-nhfjw,8m,270Mi
2026-09-01T11:28:51+08:00,life-assistant-merchant-service-7f9c8f666d-2gjv7,497m,199Mi
2026-09-01T11:28:51+08:00,life-assistant-merchant-service-7f9c8f666d-nb6f4,487m,179Mi
2026-09-01T11:28:51+08:00,life-assistant-merchant-service-7f9c8f666d-pqg2v,469m,340Mi
2026-09-01T11:28:51+08:00,life-assistant-merchant-service-7f9c8f666d-q6zgj,348m,317Mi
2026-09-01T11:28:51+08:00,life-assistant-merchant-service-7f9c8f666d-x9mh4,499m,184Mi
2026-09-01T11:28:51+08:00,life-assistant-mysql-596766557b-hl5pf,211m,615Mi
2026-09-01T11:28:51+08:00,life-assistant-nacos-5995f55965-l7wq6,7m,560Mi
2026-09-01T11:28:51+08:00,life-assistant-order-service-55cc89b84d-74hvv,10m,262Mi
2026-09-01T11:28:51+08:00,life-assistant-redis-c4fcbf6c-r8mhj,12m,14Mi
2026-09-01T11:28:51+08:00,life-assistant-settlement-service-649b44d76b-hjmml,12m,266Mi
2026-09-01T11:28:51+08:00,life-assistant-user-service-774d699455-2c5dd,7m,279Mi
2026-09-01T11:29:15+08:00,life-assistant-api-gateway-74477cb8bf-bj8c6,75m,241Mi
2026-09-01T11:29:15+08:00,life-assistant-api-gateway-74477cb8bf-gs7s8,124m,215Mi
2026-09-01T11:29:15+08:00,life-assistant-api-gateway-74477cb8bf-smkfr,493m,126Mi
2026-09-01T11:29:15+08:00,life-assistant-engagement-service-7c88c4dd55-9dtrp,6m,278Mi
2026-09-01T11:29:15+08:00,life-assistant-frontend-57c66c6878-rc6tl,1m,7Mi
2026-09-01T11:29:15+08:00,life-assistant-fulfillment-service-c7d796f6b-nhfjw,7m,270Mi
2026-09-01T11:29:15+08:00,life-assistant-merchant-service-7f9c8f666d-2gjv7,492m,287Mi
2026-09-01T11:29:15+08:00,life-assistant-merchant-service-7f9c8f666d-nb6f4,500m,274Mi
2026-09-01T11:29:15+08:00,life-assistant-merchant-service-7f9c8f666d-pqg2v,467m,342Mi
2026-09-01T11:29:15+08:00,life-assistant-merchant-service-7f9c8f666d-q6zgj,202m,324Mi
2026-09-01T11:29:15+08:00,life-assistant-merchant-service-7f9c8f666d-x9mh4,501m,280Mi
2026-09-01T11:29:15+08:00,life-assistant-mysql-596766557b-hl5pf,172m,616Mi
2026-09-01T11:29:15+08:00,life-assistant-nacos-5995f55965-l7wq6,11m,560Mi
2026-09-01T11:29:15+08:00,life-assistant-order-service-55cc89b84d-74hvv,8m,263Mi
2026-09-01T11:29:15+08:00,life-assistant-redis-c4fcbf6c-r8mhj,13m,14Mi
2026-09-01T11:29:15+08:00,life-assistant-settlement-service-649b44d76b-hjmml,16m,267Mi
2026-09-01T11:29:15+08:00,life-assistant-user-service-774d699455-2c5dd,10m,279Mi
2026-09-01T11:29:38+08:00,life-assistant-api-gateway-74477cb8bf-bj8c6,48m,241Mi
2026-09-01T11:29:38+08:00,life-assistant-api-gateway-74477cb8bf-gs7s8,117m,217Mi
2026-09-01T11:29:38+08:00,life-assistant-api-gateway-74477cb8bf-smkfr,498m,155Mi
2026-09-01T11:29:38+08:00,life-assistant-engagement-service-7c88c4dd55-9dtrp,10m,278Mi
2026-09-01T11:29:38+08:00,life-assistant-frontend-57c66c6878-rc6tl,1m,7Mi
2026-09-01T11:29:38+08:00,life-assistant-fulfillment-service-c7d796f6b-nhfjw,9m,270Mi
2026-09-01T11:29:38+08:00,life-assistant-merchant-service-7f9c8f666d-2gjv7,492m,287Mi
2026-09-01T11:29:38+08:00,life-assistant-merchant-service-7f9c8f666d-nb6f4,496m,281Mi
2026-09-01T11:29:38+08:00,life-assistant-merchant-service-7f9c8f666d-pqg2v,307m,343Mi
2026-09-01T11:29:38+08:00,life-assistant-merchant-service-7f9c8f666d-q6zgj,159m,327Mi
2026-09-01T11:29:38+08:00,life-assistant-merchant-service-7f9c8f666d-x9mh4,500m,302Mi
2026-09-01T11:29:38+08:00,life-assistant-mysql-596766557b-hl5pf,245m,596Mi
2026-09-01T11:29:38+08:00,life-assistant-nacos-5995f55965-l7wq6,7m,560Mi
2026-09-01T11:29:38+08:00,life-assistant-order-service-55cc89b84d-74hvv,8m,264Mi
2026-09-01T11:29:38+08:00,life-assistant-redis-c4fcbf6c-r8mhj,13m,15Mi
2026-09-01T11:29:38+08:00,life-assistant-settlement-service-649b44d76b-hjmml,16m,267Mi
2026-09-01T11:29:38+08:00,life-assistant-user-service-774d699455-2c5dd,6m,279Mi
2026-09-01T11:30:00+08:00,life-assistant-api-gateway-74477cb8bf-bj8c6,43m,242Mi
2026-09-01T11:30:00+08:00,life-assistant-api-gateway-74477cb8bf-gs7s8,105m,222Mi
2026-09-01T11:30:00+08:00,life-assistant-api-gateway-74477cb8bf-smkfr,196m,206Mi
2026-09-01T11:30:00+08:00,life-assistant-engagement-service-7c88c4dd55-9dtrp,6m,277Mi
2026-09-01T11:30:00+08:00,life-assistant-frontend-57c66c6878-rc6tl,1m,7Mi
2026-09-01T11:30:00+08:00,life-assistant-fulfillment-service-c7d796f6b-nhfjw,9m,270Mi
2026-09-01T11:30:00+08:00,life-assistant-merchant-service-7f9c8f666d-2gjv7,500m,345Mi
2026-09-01T11:30:00+08:00,life-assistant-merchant-service-7f9c8f666d-nb6f4,499m,316Mi
2026-09-01T11:30:00+08:00,life-assistant-merchant-service-7f9c8f666d-pqg2v,157m,347Mi
2026-09-01T11:30:00+08:00,life-assistant-merchant-service-7f9c8f666d-q6zgj,129m,330Mi
2026-09-01T11:30:00+08:00,life-assistant-merchant-service-7f9c8f666d-x9mh4,501m,341Mi
2026-09-01T11:30:00+08:00,life-assistant-mysql-596766557b-hl5pf,320m,596Mi
2026-09-01T11:30:00+08:00,life-assistant-nacos-5995f55965-l7wq6,6m,548Mi
2026-09-01T11:30:00+08:00,life-assistant-order-service-55cc89b84d-74hvv,8m,267Mi
2026-09-01T11:30:00+08:00,life-assistant-redis-c4fcbf6c-r8mhj,9m,4Mi
2026-09-01T11:30:00+08:00,life-assistant-settlement-service-649b44d76b-hjmml,6m,271Mi
2026-09-01T11:30:00+08:00,life-assistant-user-service-774d699455-2c5dd,7m,279Mi
2026-09-01T11:30:22+08:00,life-assistant-api-gateway-74477cb8bf-bj8c6,38m,243Mi
2026-09-01T11:30:22+08:00,life-assistant-api-gateway-74477cb8bf-gs7s8,103m,228Mi
2026-09-01T11:30:22+08:00,life-assistant-api-gateway-74477cb8bf-smkfr,28m,208Mi
2026-09-01T11:30:22+08:00,life-assistant-engagement-service-7c88c4dd55-9dtrp,7m,278Mi
2026-09-01T11:30:22+08:00,life-assistant-frontend-57c66c6878-rc6tl,1m,7Mi
2026-09-01T11:30:22+08:00,life-assistant-fulfillment-service-c7d796f6b-nhfjw,7m,270Mi
2026-09-01T11:30:22+08:00,life-assistant-merchant-service-7f9c8f666d-2gjv7,440m,348Mi
2026-09-01T11:30:22+08:00,life-assistant-merchant-service-7f9c8f666d-nb6f4,426m,319Mi
2026-09-01T11:30:22+08:00,life-assistant-merchant-service-7f9c8f666d-pqg2v,121m,349Mi
2026-09-01T11:30:22+08:00,life-assistant-merchant-service-7f9c8f666d-q6zgj,74m,330Mi
2026-09-01T11:30:22+08:00,life-assistant-merchant-service-7f9c8f666d-x9mh4,501m,341Mi
2026-09-01T11:30:22+08:00,life-assistant-mysql-596766557b-hl5pf,240m,596Mi
2026-09-01T11:30:22+08:00,life-assistant-nacos-5995f55965-l7wq6,8m,548Mi
2026-09-01T11:30:22+08:00,life-assistant-order-service-55cc89b84d-74hvv,8m,267Mi
2026-09-01T11:30:22+08:00,life-assistant-redis-c4fcbf6c-r8mhj,9m,4Mi
2026-09-01T11:30:22+08:00,life-assistant-settlement-service-649b44d76b-hjmml,7m,272Mi
2026-09-01T11:30:22+08:00,life-assistant-user-service-774d699455-2c5dd,6m,279Mi
2026-09-01T11:30:42+08:00,life-assistant-api-gateway-74477cb8bf-bj8c6,25m,244Mi
2026-09-01T11:30:42+08:00,life-assistant-api-gateway-74477cb8bf-gs7s8,71m,228Mi
2026-09-01T11:30:42+08:00,life-assistant-api-gateway-74477cb8bf-smkfr,21m,209Mi
2026-09-01T11:30:42+08:00,life-assistant-engagement-service-7c88c4dd55-9dtrp,15m,278Mi
2026-09-01T11:30:42+08:00,life-assistant-frontend-57c66c6878-rc6tl,1m,7Mi
2026-09-01T11:30:42+08:00,life-assistant-fulfillment-service-c7d796f6b-nhfjw,8m,270Mi
2026-09-01T11:30:42+08:00,life-assistant-merchant-service-7f9c8f666d-2gjv7,423m,359Mi
2026-09-01T11:30:42+08:00,life-assistant-merchant-service-7f9c8f666d-nb6f4,350m,328Mi
2026-09-01T11:30:42+08:00,life-assistant-merchant-service-7f9c8f666d-pqg2v,72m,349Mi
2026-09-01T11:30:42+08:00,life-assistant-merchant-service-7f9c8f666d-q6zgj,113m,332Mi
2026-09-01T11:30:42+08:00,life-assistant-merchant-service-7f9c8f666d-x9mh4,441m,342Mi
2026-09-01T11:30:42+08:00,life-assistant-mysql-596766557b-hl5pf,166m,596Mi
2026-09-01T11:30:42+08:00,life-assistant-nacos-5995f55965-l7wq6,7m,548Mi
2026-09-01T11:30:42+08:00,life-assistant-order-service-55cc89b84d-74hvv,6m,268Mi
2026-09-01T11:30:42+08:00,life-assistant-redis-c4fcbf6c-r8mhj,11m,4Mi
2026-09-01T11:30:42+08:00,life-assistant-settlement-service-649b44d76b-hjmml,7m,272Mi
2026-09-01T11:30:42+08:00,life-assistant-user-service-774d699455-2c5dd,9m,279Mi
2026-09-01T11:31:03+08:00,life-assistant-api-gateway-74477cb8bf-bj8c6,23m,244Mi
2026-09-01T11:31:03+08:00,life-assistant-api-gateway-74477cb8bf-gs7s8,35m,228Mi
2026-09-01T11:31:03+08:00,life-assistant-api-gateway-74477cb8bf-smkfr,26m,211Mi
2026-09-01T11:31:03+08:00,life-assistant-engagement-service-7c88c4dd55-9dtrp,6m,278Mi
2026-09-01T11:31:03+08:00,life-assistant-frontend-57c66c6878-rc6tl,1m,7Mi
2026-09-01T11:31:03+08:00,life-assistant-fulfillment-service-c7d796f6b-nhfjw,7m,271Mi
2026-09-01T11:31:03+08:00,life-assistant-merchant-service-7f9c8f666d-2gjv7,303m,379Mi
2026-09-01T11:31:03+08:00,life-assistant-merchant-service-7f9c8f666d-nb6f4,156m,325Mi
2026-09-01T11:31:03+08:00,life-assistant-merchant-service-7f9c8f666d-pqg2v,77m,350Mi
2026-09-01T11:31:03+08:00,life-assistant-merchant-service-7f9c8f666d-q6zgj,67m,325Mi
2026-09-01T11:31:03+08:00,life-assistant-merchant-service-7f9c8f666d-x9mh4,220m,355Mi
2026-09-01T11:31:03+08:00,life-assistant-mysql-596766557b-hl5pf,177m,596Mi
2026-09-01T11:31:03+08:00,life-assistant-nacos-5995f55965-l7wq6,7m,548Mi
2026-09-01T11:31:03+08:00,life-assistant-order-service-55cc89b84d-74hvv,14m,268Mi
2026-09-01T11:31:03+08:00,life-assistant-redis-c4fcbf6c-r8mhj,10m,4Mi
2026-09-01T11:31:03+08:00,life-assistant-settlement-service-649b44d76b-hjmml,5m,272Mi
2026-09-01T11:31:03+08:00,life-assistant-user-service-774d699455-2c5dd,8m,279Mi
2026-09-01T11:31:23+08:00,life-assistant-api-gateway-74477cb8bf-bj8c6,28m,244Mi
2026-09-01T11:31:23+08:00,life-assistant-api-gateway-74477cb8bf-gs7s8,25m,228Mi
2026-09-01T11:31:23+08:00,life-assistant-api-gateway-74477cb8bf-smkfr,45m,211Mi
2026-09-01T11:31:23+08:00,life-assistant-engagement-service-7c88c4dd55-9dtrp,8m,278Mi
2026-09-01T11:31:23+08:00,life-assistant-frontend-57c66c6878-rc6tl,1m,7Mi
2026-09-01T11:31:23+08:00,life-assistant-fulfillment-service-c7d796f6b-nhfjw,36m,274Mi
2026-09-01T11:31:23+08:00,life-assistant-merchant-service-7f9c8f666d-2gjv7,161m,380Mi
2026-09-01T11:31:23+08:00,life-assistant-merchant-service-7f9c8f666d-nb6f4,183m,326Mi
2026-09-01T11:31:23+08:00,life-assistant-merchant-service-7f9c8f666d-pqg2v,100m,350Mi
2026-09-01T11:31:23+08:00,life-assistant-merchant-service-7f9c8f666d-q6zgj,102m,325Mi
2026-09-01T11:31:23+08:00,life-assistant-merchant-service-7f9c8f666d-x9mh4,112m,356Mi
2026-09-01T11:31:23+08:00,life-assistant-mysql-596766557b-hl5pf,156m,597Mi
2026-09-01T11:31:23+08:00,life-assistant-nacos-5995f55965-l7wq6,6m,548Mi
2026-09-01T11:31:23+08:00,life-assistant-order-service-55cc89b84d-74hvv,7m,268Mi
2026-09-01T11:31:23+08:00,life-assistant-redis-c4fcbf6c-r8mhj,10m,4Mi
2026-09-01T11:31:23+08:00,life-assistant-settlement-service-649b44d76b-hjmml,8m,274Mi
2026-09-01T11:31:23+08:00,life-assistant-user-service-774d699455-2c5dd,9m,281Mi
2026-09-01T11:31:42+08:00,life-assistant-api-gateway-74477cb8bf-bj8c6,22m,245Mi
2026-09-01T11:31:42+08:00,life-assistant-api-gateway-74477cb8bf-gs7s8,28m,229Mi
2026-09-01T11:31:42+08:00,life-assistant-api-gateway-74477cb8bf-smkfr,44m,213Mi
2026-09-01T11:31:42+08:00,life-assistant-engagement-service-7c88c4dd55-9dtrp,7m,278Mi
2026-09-01T11:31:42+08:00,life-assistant-frontend-57c66c6878-rc6tl,1m,7Mi
2026-09-01T11:31:42+08:00,life-assistant-fulfillment-service-c7d796f6b-nhfjw,12m,274Mi
2026-09-01T11:31:42+08:00,life-assistant-merchant-service-7f9c8f666d-2gjv7,125m,381Mi
2026-09-01T11:31:42+08:00,life-assistant-merchant-service-7f9c8f666d-nb6f4,93m,327Mi
2026-09-01T11:31:42+08:00,life-assistant-merchant-service-7f9c8f666d-pqg2v,92m,350Mi
2026-09-01T11:31:42+08:00,life-assistant-merchant-service-7f9c8f666d-q6zgj,75m,325Mi
2026-09-01T11:31:42+08:00,life-assistant-merchant-service-7f9c8f666d-x9mh4,112m,356Mi
2026-09-01T11:31:42+08:00,life-assistant-mysql-596766557b-hl5pf,161m,598Mi
2026-09-01T11:31:42+08:00,life-assistant-nacos-5995f55965-l7wq6,6m,548Mi
2026-09-01T11:31:42+08:00,life-assistant-order-service-55cc89b84d-74hvv,7m,268Mi
2026-09-01T11:31:42+08:00,life-assistant-redis-c4fcbf6c-r8mhj,10m,4Mi
2026-09-01T11:31:42+08:00,life-assistant-settlement-service-649b44d76b-hjmml,6m,274Mi
2026-09-01T11:31:42+08:00,life-assistant-user-service-774d699455-2c5dd,5m,281Mi
2026-09-01T11:32:01+08:00,life-assistant-api-gateway-74477cb8bf-bj8c6,32m,245Mi
2026-09-01T11:32:01+08:00,life-assistant-api-gateway-74477cb8bf-gs7s8,19m,229Mi
2026-09-01T11:32:01+08:00,life-assistant-api-gateway-74477cb8bf-smkfr,42m,214Mi
2026-09-01T11:32:01+08:00,life-assistant-engagement-service-7c88c4dd55-9dtrp,7m,278Mi
2026-09-01T11:32:01+08:00,life-assistant-frontend-57c66c6878-rc6tl,1m,7Mi
2026-09-01T11:32:01+08:00,life-assistant-fulfillment-service-c7d796f6b-nhfjw,7m,274Mi
2026-09-01T11:32:01+08:00,life-assistant-merchant-service-7f9c8f666d-2gjv7,118m,382Mi
2026-09-01T11:32:01+08:00,life-assistant-merchant-service-7f9c8f666d-nb6f4,65m,328Mi
2026-09-01T11:32:01+08:00,life-assistant-merchant-service-7f9c8f666d-pqg2v,53m,350Mi
2026-09-01T11:32:01+08:00,life-assistant-merchant-service-7f9c8f666d-q6zgj,55m,325Mi
2026-09-01T11:32:01+08:00,life-assistant-merchant-service-7f9c8f666d-x9mh4,146m,358Mi
2026-09-01T11:32:01+08:00,life-assistant-mysql-596766557b-hl5pf,145m,597Mi
2026-09-01T11:32:01+08:00,life-assistant-nacos-5995f55965-l7wq6,7m,548Mi
2026-09-01T11:32:01+08:00,life-assistant-order-service-55cc89b84d-74hvv,7m,263Mi
2026-09-01T11:32:01+08:00,life-assistant-redis-c4fcbf6c-r8mhj,12m,4Mi
2026-09-01T11:32:01+08:00,life-assistant-settlement-service-649b44d76b-hjmml,6m,274Mi
2026-09-01T11:32:01+08:00,life-assistant-user-service-774d699455-2c5dd,8m,281Mi
2026-09-01T11:32:20+08:00,life-assistant-api-gateway-74477cb8bf-bj8c6,21m,245Mi
2026-09-01T11:32:20+08:00,life-assistant-api-gateway-74477cb8bf-gs7s8,27m,229Mi
2026-09-01T11:32:20+08:00,life-assistant-api-gateway-74477cb8bf-smkfr,46m,215Mi
2026-09-01T11:32:20+08:00,life-assistant-engagement-service-7c88c4dd55-9dtrp,7m,279Mi
2026-09-01T11:32:20+08:00,life-assistant-frontend-57c66c6878-rc6tl,1m,7Mi
2026-09-01T11:32:20+08:00,life-assistant-fulfillment-service-c7d796f6b-nhfjw,9m,274Mi
2026-09-01T11:32:20+08:00,life-assistant-merchant-service-7f9c8f666d-2gjv7,101m,383Mi
2026-09-01T11:32:20+08:00,life-assistant-merchant-service-7f9c8f666d-nb6f4,91m,328Mi
2026-09-01T11:32:20+08:00,life-assistant-merchant-service-7f9c8f666d-pqg2v,103m,351Mi
2026-09-01T11:32:20+08:00,life-assistant-merchant-service-7f9c8f666d-q6zgj,75m,325Mi
2026-09-01T11:32:20+08:00,life-assistant-merchant-service-7f9c8f666d-x9mh4,108m,359Mi
2026-09-01T11:32:20+08:00,life-assistant-mysql-596766557b-hl5pf,164m,596Mi
2026-09-01T11:32:20+08:00,life-assistant-nacos-5995f55965-l7wq6,6m,548Mi
2026-09-01T11:32:20+08:00,life-assistant-order-service-55cc89b84d-74hvv,8m,264Mi
2026-09-01T11:32:20+08:00,life-assistant-redis-c4fcbf6c-r8mhj,12m,4Mi
2026-09-01T11:32:20+08:00,life-assistant-settlement-service-649b44d76b-hjmml,38m,271Mi
2026-09-01T11:32:20+08:00,life-assistant-user-service-774d699455-2c5dd,7m,281Mi
2026-09-01T11:32:40+08:00,life-assistant-api-gateway-74477cb8bf-bj8c6,27m,246Mi
2026-09-01T11:32:40+08:00,life-assistant-api-gateway-74477cb8bf-gs7s8,22m,229Mi
2026-09-01T11:32:40+08:00,life-assistant-api-gateway-74477cb8bf-smkfr,44m,216Mi
2026-09-01T11:32:40+08:00,life-assistant-engagement-service-7c88c4dd55-9dtrp,8m,279Mi
2026-09-01T11:32:40+08:00,life-assistant-frontend-57c66c6878-rc6tl,1m,7Mi
2026-09-01T11:32:40+08:00,life-assistant-fulfillment-service-c7d796f6b-nhfjw,5m,275Mi
2026-09-01T11:32:40+08:00,life-assistant-merchant-service-7f9c8f666d-2gjv7,82m,383Mi
2026-09-01T11:32:40+08:00,life-assistant-merchant-service-7f9c8f666d-nb6f4,54m,328Mi
2026-09-01T11:32:40+08:00,life-assistant-merchant-service-7f9c8f666d-pqg2v,61m,351Mi
2026-09-01T11:32:40+08:00,life-assistant-merchant-service-7f9c8f666d-q6zgj,47m,325Mi
2026-09-01T11:32:40+08:00,life-assistant-merchant-service-7f9c8f666d-x9mh4,125m,359Mi
2026-09-01T11:32:40+08:00,life-assistant-mysql-596766557b-hl5pf,153m,596Mi
2026-09-01T11:32:40+08:00,life-assistant-nacos-5995f55965-l7wq6,6m,548Mi
2026-09-01T11:32:40+08:00,life-assistant-order-service-55cc89b84d-74hvv,6m,264Mi
2026-09-01T11:32:40+08:00,life-assistant-redis-c4fcbf6c-r8mhj,11m,4Mi
2026-09-01T11:32:40+08:00,life-assistant-settlement-service-649b44d76b-hjmml,4m,271Mi
2026-09-01T11:32:40+08:00,life-assistant-user-service-774d699455-2c5dd,7m,282Mi
2026-09-01T11:32:58+08:00,life-assistant-api-gateway-74477cb8bf-bj8c6,20m,246Mi
2026-09-01T11:32:58+08:00,life-assistant-api-gateway-74477cb8bf-gs7s8,26m,230Mi
