version,scenarioId,scenarioName,runIndex,averageLatencyMs,p95LatencyMs,throughputPerSecond,errorRate,successCount,failureCount,elapsedSeconds
"微服务版本","catalog-merchants","商家列表",1,36.187587400000005,59.392600000000016,157.99352270795083,0,500,0,3.1646867
"微服务版本","catalog-merchants","商家列表",2,21.483488799999975,32.97900000000027,157.1392806528295,0,500,0,3.1818905999999996
"微服务版本","catalog-merchants","商家列表",3,15.681122399999992,22.086100000000442,155.70258862404498,0,500,0,3.211250400000001
"微服务版本","catalog-product","商品详情",1,12.74723839999993,18.637900000001537,165.06769987602095,0,500,0,3.0290602
"微服务版本","catalog-product","商品详情",2,12.269313600000066,16.91400000000067,164.810993763486,0,500,0,3.033778200000001
"微服务版本","catalog-product","商品详情",3,10.539472599999947,15.523800000000847,156.17615308211606,0,500,0,3.2015131
"微服务版本","order-detail","订单详情",1,37.50133240000003,59.68109999999797,157.55586734111077,0,500,0,3.173477500000001
"微服务版本","order-detail","订单详情",2,21.717509600000056,35.03069999999934,164.85406870557068,0,500,0,3.0329855000000023
"微服务版本","order-detail","订单详情",3,16.180494799999988,25.961100000000442,156.78724619790148,0,500,0,3.189034899999999
