version,scenarioId,scenarioName,runIndex,averageLatencyMs,p95LatencyMs,throughputPerSecond,errorRate,successCount,failureCount,elapsedSeconds
"微服务版本","catalog-merchants","商家列表",1,33.725331000000004,56.8761999999997,202.4632488710649,0,500,0,2.4695840000000002
"微服务版本","catalog-merchants","商家列表",2,23.063606399999998,33.01510000000053,153.54709135744844,0,500,0,3.2563299999999997
"微服务版本","catalog-merchants","商家列表",3,17.708305399999997,26.906600000000253,153.05307050937623,0,500,0,3.2668407
"微服务版本","catalog-product","商品详情",1,12.492404999999914,19.019200000000637,153.07387495217586,0,500,0,3.266396700000001
"微服务版本","catalog-product","商品详情",2,10.792795200000004,13.876500000000306,152.88781071045773,0,500,0,3.2703719
"微服务版本","catalog-product","商品详情",3,10.040752200000025,14.289099999998143,152.4804451453123,0,500,0,3.2791090000000005
"微服务版本","order-detail","订单详情",1,27.74901180000001,40.600500000000466,152.76847799667982,0,500,0,3.272926499999998
"微服务版本","order-detail","订单详情",2,21.141377999999996,31.463400000000547,151.88925013553072,0,500,0,3.2918722000000016
"微服务版本","order-detail","订单详情",3,16.30660879999993,23.925099999996746,154.0433720205048,0,500,0,3.2458390999999973
