LAST SEEN   TYPE      REASON                         OBJECT                                                       MESSAGE
24m         Warning   Unhealthy                      pod/life-assistant-order-service-6b84595445-mnb58            Readiness probe failed: Get "http://10.42.0.176:8083/api/health": dial tcp 10.42.0.176:8083: connect: connection refused
23m         Warning   Unhealthy                      pod/life-assistant-order-service-5c75679647-mngdh            Liveness probe failed: Get "http://10.42.0.198:8083/api/health": dial tcp 10.42.0.198:8083: connect: connection refused
23m         Warning   Unhealthy                      pod/life-assistant-order-service-5c75679647-mngdh            Readiness probe failed: Get "http://10.42.0.198:8083/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
23m         Warning   Unhealthy                      pod/life-assistant-order-service-5c75679647-mngdh            Liveness probe failed: Get "http://10.42.0.198:8083/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
23m         Normal    SuccessfulCreate               replicaset/life-assistant-settlement-service-85968c8f84      Created pod: life-assistant-settlement-service-85968c8f84-phmj4
23m         Normal    Killing                        pod/life-assistant-settlement-service-775bdb5dc8-4vk92       Stopping container settlement-service
23m         Normal    ScalingReplicaSet              deployment/life-assistant-settlement-service                 Scaled down replica set life-assistant-settlement-service-775bdb5dc8 from 1 to 0
23m         Normal    ScalingReplicaSet              deployment/life-assistant-settlement-service                 Scaled up replica set life-assistant-settlement-service-85968c8f84 from 0 to 1
23m         Normal    SuccessfulDelete               replicaset/life-assistant-settlement-service-775bdb5dc8      Deleted pod: life-assistant-settlement-service-775bdb5dc8-4vk92
23m         Normal    Pulling                        pod/life-assistant-settlement-service-85968c8f84-phmj4       Pulling image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:settlement-service-50d3346ee281e2de2ed57bfe9139fe8feb72b1c4"
23m         Normal    Started                        pod/life-assistant-settlement-service-85968c8f84-phmj4       Container started
23m         Normal    Created                        pod/life-assistant-settlement-service-85968c8f84-phmj4       Container created
23m         Normal    Pulled                         pod/life-assistant-settlement-service-85968c8f84-phmj4       Successfully pulled image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:settlement-service-50d3346ee281e2de2ed57bfe9139fe8feb72b1c4" in 7.877s (7.877s including waiting). Image size: 179865925 bytes.
23m         Warning   Unhealthy                      pod/life-assistant-settlement-service-775bdb5dc8-4vk92       Readiness probe failed: Get "http://10.42.0.177:8084/api/health": dial tcp 10.42.0.177:8084: connect: connection refused
22m         Warning   Unhealthy                      pod/life-assistant-settlement-service-85968c8f84-phmj4       Readiness probe failed: Get "http://10.42.0.199:8084/api/health": dial tcp 10.42.0.199:8084: connect: connection refused
22m         Warning   Unhealthy                      pod/life-assistant-settlement-service-85968c8f84-phmj4       Liveness probe failed: Get "http://10.42.0.199:8084/api/health": dial tcp 10.42.0.199:8084: connect: connection refused
22m         Normal    SuccessfulDelete               replicaset/life-assistant-fulfillment-service-6899c79c8      Deleted pod: life-assistant-fulfillment-service-6899c79c8-vcrpg
22m         Normal    SuccessfulCreate               replicaset/life-assistant-fulfillment-service-7d988c8b64     Created pod: life-assistant-fulfillment-service-7d988c8b64-rzmmx
22m         Normal    ScalingReplicaSet              deployment/life-assistant-fulfillment-service                Scaled down replica set life-assistant-fulfillment-service-6899c79c8 from 1 to 0
22m         Normal    ScalingReplicaSet              deployment/life-assistant-fulfillment-service                Scaled up replica set life-assistant-fulfillment-service-7d988c8b64 from 0 to 1
22m         Normal    Killing                        pod/life-assistant-fulfillment-service-6899c79c8-vcrpg       Stopping container fulfillment-service
22m         Normal    Pulling                        pod/life-assistant-fulfillment-service-7d988c8b64-rzmmx      Pulling image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:fulfillment-service-50d3346ee281e2de2ed57bfe9139fe8feb72b1c4"
21m         Normal    Created                        pod/life-assistant-fulfillment-service-7d988c8b64-rzmmx      Container created
21m         Normal    Pulled                         pod/life-assistant-fulfillment-service-7d988c8b64-rzmmx      Successfully pulled image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:fulfillment-service-50d3346ee281e2de2ed57bfe9139fe8feb72b1c4" in 7.991s (7.991s including waiting). Image size: 180040431 bytes.
21m         Normal    Started                        pod/life-assistant-fulfillment-service-7d988c8b64-rzmmx      Container started
21m         Warning   Unhealthy                      pod/life-assistant-fulfillment-service-6899c79c8-vcrpg       Readiness probe failed: Get "http://10.42.0.178:8085/api/health": dial tcp 10.42.0.178:8085: connect: connection refused
20m         Warning   Unhealthy                      pod/life-assistant-fulfillment-service-7d988c8b64-rzmmx      Liveness probe failed: Get "http://10.42.0.200:8085/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
20m         Warning   Unhealthy                      pod/life-assistant-fulfillment-service-7d988c8b64-rzmmx      Readiness probe failed: Get "http://10.42.0.200:8085/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
20m         Normal    Killing                        pod/life-assistant-engagement-service-7f4d97d587-tvnkx       Stopping container engagement-service
20m         Normal    ScalingReplicaSet              deployment/life-assistant-engagement-service                 Scaled down replica set life-assistant-engagement-service-7f4d97d587 from 1 to 0
20m         Normal    ScalingReplicaSet              deployment/life-assistant-engagement-service                 Scaled up replica set life-assistant-engagement-service-5ff9ccfcb9 from 0 to 1
20m         Normal    SuccessfulDelete               replicaset/life-assistant-engagement-service-7f4d97d587      Deleted pod: life-assistant-engagement-service-7f4d97d587-tvnkx
20m         Normal    SuccessfulCreate               replicaset/life-assistant-engagement-service-5ff9ccfcb9      Created pod: life-assistant-engagement-service-5ff9ccfcb9-2fq9n
20m         Normal    Pulling                        pod/life-assistant-engagement-service-5ff9ccfcb9-2fq9n       Pulling image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:engagement-service-50d3346ee281e2de2ed57bfe9139fe8feb72b1c4"
20m         Normal    Created                        pod/life-assistant-engagement-service-5ff9ccfcb9-2fq9n       Container created
20m         Normal    Pulled                         pod/life-assistant-engagement-service-5ff9ccfcb9-2fq9n       Successfully pulled image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:engagement-service-50d3346ee281e2de2ed57bfe9139fe8feb72b1c4" in 8.492s (8.492s including waiting). Image size: 183706580 bytes.
20m         Normal    Started                        pod/life-assistant-engagement-service-5ff9ccfcb9-2fq9n       Container started
20m         Warning   Unhealthy                      pod/life-assistant-engagement-service-7f4d97d587-tvnkx       Readiness probe failed: Get "http://10.42.0.179:8086/api/health": dial tcp 10.42.0.179:8086: connect: connection refused
19m         Warning   Unhealthy                      pod/life-assistant-engagement-service-5ff9ccfcb9-2fq9n       Liveness probe failed: Get "http://10.42.0.201:8086/api/health": dial tcp 10.42.0.201:8086: connect: connection refused
19m         Warning   Unhealthy                      pod/life-assistant-engagement-service-5ff9ccfcb9-2fq9n       Readiness probe failed: Get "http://10.42.0.201:8086/api/health": dial tcp 10.42.0.201:8086: connect: connection refused
19m         Warning   Unhealthy                      pod/life-assistant-engagement-service-5ff9ccfcb9-2fq9n       Readiness probe failed: Get "http://10.42.0.201:8086/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
19m         Normal    ScalingReplicaSet              deployment/life-assistant-api-gateway                        Scaled up replica set life-assistant-api-gateway-d7fc78bd from 0 to 1
19m         Normal    SuccessfulCreate               replicaset/life-assistant-api-gateway-d7fc78bd               Created pod: life-assistant-api-gateway-d7fc78bd-48n7m
19m         Normal    SuccessfulDelete               replicaset/life-assistant-api-gateway-5c46956746             Deleted pod: life-assistant-api-gateway-5c46956746-p7kr4
19m         Normal    Killing                        pod/life-assistant-api-gateway-5c46956746-p7kr4              Stopping container api-gateway
19m         Normal    ScalingReplicaSet              deployment/life-assistant-api-gateway                        Scaled down replica set life-assistant-api-gateway-5c46956746 from 1 to 0
19m         Normal    Pulling                        pod/life-assistant-api-gateway-d7fc78bd-48n7m                Pulling image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:api-gateway-50d3346ee281e2de2ed57bfe9139fe8feb72b1c4"
19m         Normal    Pulled                         pod/life-assistant-api-gateway-d7fc78bd-48n7m                Successfully pulled image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:api-gateway-50d3346ee281e2de2ed57bfe9139fe8feb72b1c4" in 5.759s (5.759s including waiting). Image size: 159620874 bytes.
19m         Normal    Created                        pod/life-assistant-api-gateway-d7fc78bd-48n7m                Container created
19m         Normal    Started                        pod/life-assistant-api-gateway-d7fc78bd-48n7m                Container started
19m         Warning   Unhealthy                      pod/life-assistant-api-gateway-5c46956746-p7kr4              Readiness probe failed: HTTP probe failed with statuscode: 503
19m         Warning   Unhealthy                      pod/life-assistant-api-gateway-5c46956746-p7kr4              Readiness probe failed: Get "http://10.42.0.180:8080/actuator/health/readiness": dial tcp 10.42.0.180:8080: connect: connection refused
18m         Warning   Unhealthy                      pod/life-assistant-frontend-69567b8ddc-xb42j                 Readiness probe failed: wget: server returned error: HTTP/1.1 502 Bad Gateway
18m         Normal    ScalingReplicaSet              deployment/life-assistant-frontend                           Scaled down replica set life-assistant-frontend-69567b8ddc from 1 to 0
18m         Normal    SuccessfulDelete               replicaset/life-assistant-frontend-69567b8ddc                Deleted pod: life-assistant-frontend-69567b8ddc-xb42j
18m         Normal    Killing                        pod/life-assistant-frontend-69567b8ddc-xb42j                 Stopping container frontend
18m         Normal    ScalingReplicaSet              deployment/life-assistant-frontend                           Scaled up replica set life-assistant-frontend-745b598b7c from 0 to 1
18m         Normal    SuccessfulCreate               replicaset/life-assistant-frontend-745b598b7c                Created pod: life-assistant-frontend-745b598b7c-sdf46
18m         Normal    Pulling                        pod/life-assistant-frontend-745b598b7c-sdf46                 Pulling image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:frontend-50d3346ee281e2de2ed57bfe9139fe8feb72b1c4"
18m         Normal    Started                        pod/life-assistant-frontend-745b598b7c-sdf46                 Container started
18m         Normal    Pulled                         pod/life-assistant-frontend-745b598b7c-sdf46                 Successfully pulled image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:frontend-50d3346ee281e2de2ed57bfe9139fe8feb72b1c4" in 1.356s (1.356s including waiting). Image size: 57853799 bytes.
18m         Normal    Created                        pod/life-assistant-frontend-745b598b7c-sdf46                 Container created
18m         Normal    SuccessfulCreate               replicaset/life-assistant-api-gateway-d7fc78bd               Created pod: life-assistant-api-gateway-d7fc78bd-4xvj4
18m         Normal    ScalingReplicaSet              deployment/life-assistant-api-gateway                        Scaled up replica set life-assistant-api-gateway-d7fc78bd from 1 to 2
18m         Normal    Created                        pod/life-assistant-api-gateway-d7fc78bd-4xvj4                Container created
18m         Normal    Started                        pod/life-assistant-api-gateway-d7fc78bd-4xvj4                Container started
18m         Normal    Pulled                         pod/life-assistant-api-gateway-d7fc78bd-4xvj4                Container image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:api-gateway-50d3346ee281e2de2ed57bfe9139fe8feb72b1c4" already present on machine and can be accessed by the pod
18m         Normal    SuccessfulRescale              horizontalpodautoscaler/life-assistant-api-gateway           New size: 2; reason: cpu resource utilization (percentage of request) above target
17m         Warning   Unhealthy                      pod/life-assistant-api-gateway-d7fc78bd-4xvj4                Readiness probe failed: Get "http://10.42.0.204:8080/actuator/health/readiness": dial tcp 10.42.0.204:8080: connect: connection refused
13m         Normal    ScalingReplicaSet              deployment/life-assistant-merchant-service                   Scaled up replica set life-assistant-merchant-service-c864547b8 from 1 to 2
13m         Normal    SuccessfulRescale              horizontalpodautoscaler/life-assistant-api-gateway           New size: 3; reason: cpu resource utilization (percentage of request) above target
13m         Normal    ScalingReplicaSet              deployment/life-assistant-api-gateway                        Scaled up replica set life-assistant-api-gateway-d7fc78bd from 2 to 3
13m         Normal    SuccessfulRescale              horizontalpodautoscaler/life-assistant-merchant-service      New size: 2; reason: cpu resource utilization (percentage of request) above target
13m         Normal    SuccessfulCreate               replicaset/life-assistant-merchant-service-c864547b8         Created pod: life-assistant-merchant-service-c864547b8-pd5l5
13m         Normal    SuccessfulCreate               replicaset/life-assistant-api-gateway-d7fc78bd               Created pod: life-assistant-api-gateway-d7fc78bd-6pkw9
13m         Normal    Started                        pod/life-assistant-api-gateway-d7fc78bd-6pkw9                Container started
13m         Normal    Created                        pod/life-assistant-api-gateway-d7fc78bd-6pkw9                Container created
13m         Normal    Pulled                         pod/life-assistant-api-gateway-d7fc78bd-6pkw9                Container image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:api-gateway-50d3346ee281e2de2ed57bfe9139fe8feb72b1c4" already present on machine and can be accessed by the pod
13m         Normal    Started                        pod/life-assistant-merchant-service-c864547b8-pd5l5          Container started
13m         Normal    Pulled                         pod/life-assistant-merchant-service-c864547b8-pd5l5          Container image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:merchant-service-50d3346ee281e2de2ed57bfe9139fe8feb72b1c4" already present on machine and can be accessed by the pod
13m         Normal    Created                        pod/life-assistant-merchant-service-c864547b8-pd5l5          Container created
12m         Warning   Unhealthy                      pod/life-assistant-merchant-service-c864547b8-pd5l5          Liveness probe failed: Get "http://10.42.0.206:8081/api/health": dial tcp 10.42.0.206:8081: connect: connection refused
12m         Warning   Unhealthy                      pod/life-assistant-merchant-service-c864547b8-pd5l5          Readiness probe failed: Get "http://10.42.0.206:8081/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
12m         Normal    SuccessfulDelete               replicaset/life-assistant-user-service-5c79b6c75c            Deleted pod: life-assistant-user-service-5c79b6c75c-wzrr8
12m         Normal    SuccessfulCreate               replicaset/life-assistant-user-service-8486f4fdc9            Created pod: life-assistant-user-service-8486f4fdc9-d4pf7
12m         Normal    SuccessfulCreate               replicaset/life-assistant-merchant-service-76dd444dc         Created pod: life-assistant-merchant-service-76dd444dc-s4zww
12m         Normal    ScalingReplicaSet              deployment/life-assistant-user-service                       Scaled down replica set life-assistant-user-service-5c79b6c75c from 1 to 0
12m         Normal    ScalingReplicaSet              deployment/life-assistant-merchant-service                   Scaled down replica set life-assistant-merchant-service-c864547b8 from 2 to 1
12m         Normal    ScalingReplicaSet              deployment/life-assistant-merchant-service                   Scaled up replica set life-assistant-merchant-service-76dd444dc from 0 to 1
12m         Normal    Killing                        pod/life-assistant-user-service-5c79b6c75c-wzrr8             Stopping container user-service
12m         Normal    ScalingReplicaSet              deployment/life-assistant-user-service                       Scaled up replica set life-assistant-user-service-8486f4fdc9 from 0 to 1
12m         Normal    Killing                        pod/life-assistant-merchant-service-c864547b8-pd5l5          Stopping container merchant-service
12m         Normal    SuccessfulDelete               replicaset/life-assistant-merchant-service-c864547b8         Deleted pod: life-assistant-merchant-service-c864547b8-pd5l5
12m         Normal    Pulled                         pod/life-assistant-user-service-8486f4fdc9-d4pf7             Container image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:user-service-50d3346ee281e2de2ed57bfe9139fe8feb72b1c4" already present on machine and can be accessed by the pod
12m         Normal    Pulled                         pod/life-assistant-fulfillment-service-5579cbdf5d-5mjsl      Container image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:fulfillment-service-50d3346ee281e2de2ed57bfe9139fe8feb72b1c4" already present on machine and can be accessed by the pod
12m         Normal    Started                        pod/life-assistant-user-service-8486f4fdc9-d4pf7             Container started
12m         Normal    ScalingReplicaSet              deployment/life-assistant-fulfillment-service                Scaled down replica set life-assistant-fulfillment-service-7d988c8b64 from 1 to 0
12m         Normal    Started                        pod/life-assistant-merchant-service-76dd444dc-s4zww          Container started
12m         Normal    ScalingReplicaSet              deployment/life-assistant-fulfillment-service                Scaled up replica set life-assistant-fulfillment-service-5579cbdf5d from 0 to 1
12m         Normal    SuccessfulCreate               replicaset/life-assistant-fulfillment-service-5579cbdf5d     Created pod: life-assistant-fulfillment-service-5579cbdf5d-5mjsl
12m         Normal    Created                        pod/life-assistant-user-service-8486f4fdc9-d4pf7             Container created
12m         Normal    SuccessfulDelete               replicaset/life-assistant-fulfillment-service-7d988c8b64     Deleted pod: life-assistant-fulfillment-service-7d988c8b64-rzmmx
12m         Normal    Killing                        pod/life-assistant-fulfillment-service-7d988c8b64-rzmmx      Stopping container fulfillment-service
12m         Normal    Pulled                         pod/life-assistant-merchant-service-76dd444dc-s4zww          Container image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:merchant-service-50d3346ee281e2de2ed57bfe9139fe8feb72b1c4" already present on machine and can be accessed by the pod
12m         Normal    Created                        pod/life-assistant-merchant-service-76dd444dc-s4zww          Container created
12m         Normal    Started                        pod/life-assistant-fulfillment-service-5579cbdf5d-5mjsl      Container started
12m         Normal    Created                        pod/life-assistant-fulfillment-service-5579cbdf5d-5mjsl      Container created
11m         Warning   Unhealthy                      pod/life-assistant-user-service-5c79b6c75c-wzrr8             Readiness probe failed: Get "http://10.42.0.197:8082/api/health": dial tcp 10.42.0.197:8082: connect: connection refused
11m         Warning   Unhealthy                      pod/life-assistant-merchant-service-c864547b8-pd5l5          Readiness probe failed: Get "http://10.42.0.206:8081/api/health": dial tcp 10.42.0.206:8081: connect: connection refused
11m         Warning   Unhealthy                      pod/life-assistant-fulfillment-service-7d988c8b64-rzmmx      Readiness probe failed: Get "http://10.42.0.200:8085/api/health": dial tcp 10.42.0.200:8085: connect: connection refused
11m         Warning   Unhealthy                      pod/life-assistant-merchant-service-76dd444dc-s4zww          Liveness probe failed: Get "http://10.42.0.208:8081/api/health": dial tcp 10.42.0.208:8081: connect: connection refused
11m         Warning   Unhealthy                      pod/life-assistant-frontend-745b598b7c-sdf46                 Readiness probe failed: wget: server returned error: HTTP/1.1 503 Service Unavailable
11m         Warning   Unhealthy                      pod/life-assistant-user-service-8486f4fdc9-d4pf7             Readiness probe failed: Get "http://10.42.0.207:8082/api/health": dial tcp 10.42.0.207:8082: connect: connection refused
11m         Warning   Unhealthy                      pod/life-assistant-fulfillment-service-5579cbdf5d-5mjsl      Readiness probe failed: Get "http://10.42.0.209:8085/api/health": dial tcp 10.42.0.209:8085: connect: connection refused
11m         Warning   Unhealthy                      pod/life-assistant-merchant-service-76dd444dc-s4zww          Readiness probe failed: Get "http://10.42.0.208:8081/api/health": dial tcp 10.42.0.208:8081: connect: connection refused
11m         Warning   Unhealthy                      pod/life-assistant-user-service-8486f4fdc9-d4pf7             Readiness probe failed: Get "http://10.42.0.207:8082/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
11m         Warning   Unhealthy                      pod/life-assistant-fulfillment-service-5579cbdf5d-5mjsl      Readiness probe failed: Get "http://10.42.0.209:8085/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
11m         Normal    Killing                        pod/life-assistant-merchant-service-c864547b8-vdbst          Stopping container merchant-service
11m         Warning   Unhealthy                      pod/life-assistant-merchant-service-76dd444dc-s4zww          Readiness probe failed: Get "http://10.42.0.208:8081/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
11m         Normal    SuccessfulDelete               replicaset/life-assistant-merchant-service-c864547b8         Deleted pod: life-assistant-merchant-service-c864547b8-vdbst
11m         Normal    ScalingReplicaSet              deployment/life-assistant-merchant-service                   Scaled up replica set life-assistant-merchant-service-76dd444dc from 1 to 2
11m         Normal    ScalingReplicaSet              deployment/life-assistant-merchant-service                   Scaled down replica set life-assistant-merchant-service-c864547b8 from 1 to 0
11m         Normal    Started                        pod/life-assistant-merchant-service-76dd444dc-7ldm5          Container started
11m         Normal    Created                        pod/life-assistant-merchant-service-76dd444dc-7ldm5          Container created
11m         Normal    SuccessfulCreate               replicaset/life-assistant-merchant-service-76dd444dc         Created pod: life-assistant-merchant-service-76dd444dc-7ldm5
11m         Normal    Pulled                         pod/life-assistant-merchant-service-76dd444dc-7ldm5          Container image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:merchant-service-50d3346ee281e2de2ed57bfe9139fe8feb72b1c4" already present on machine and can be accessed by the pod
11m         Warning   Unhealthy                      pod/life-assistant-frontend-745b598b7c-sdf46                 Readiness probe failed: command timed out: "sh -c wget -q -O - http://127.0.0.1/api/health | grep -q '\"code\":200'" timed out after 3s
10m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/life-assistant-fulfillment-service   failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
10m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/life-assistant-user-service          failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
10m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/life-assistant-user-service          invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
10m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/life-assistant-merchant-service      failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
10m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/life-assistant-merchant-service      invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
10m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/life-assistant-fulfillment-service   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
10m         Warning   Unhealthy                      pod/life-assistant-merchant-service-c864547b8-vdbst          Readiness probe failed: Get "http://10.42.0.196:8081/api/health": dial tcp 10.42.0.196:8081: connect: connection refused
10m         Warning   Unhealthy                      pod/life-assistant-merchant-service-76dd444dc-7ldm5          Liveness probe failed: Get "http://10.42.0.210:8081/api/health": dial tcp 10.42.0.210:8081: connect: connection refused
10m         Warning   Unhealthy                      pod/life-assistant-merchant-service-76dd444dc-7ldm5          Readiness probe failed: Get "http://10.42.0.210:8081/api/health": dial tcp 10.42.0.210:8081: connect: connection refused
9m53s       Warning   Unhealthy                      pod/life-assistant-merchant-service-76dd444dc-7ldm5          Readiness probe failed: Get "http://10.42.0.210:8081/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
7m49s       Normal    SuccessfulRescale              horizontalpodautoscaler/life-assistant-merchant-service      New size: 4; reason: cpu resource utilization (percentage of request) above target
7m49s       Normal    ScalingReplicaSet              deployment/life-assistant-merchant-service                   Scaled up replica set life-assistant-merchant-service-76dd444dc from 2 to 4
7m48s       Normal    SuccessfulCreate               replicaset/life-assistant-merchant-service-76dd444dc         Created pod: life-assistant-merchant-service-76dd444dc-9mw4s
7m48s       Normal    SuccessfulCreate               replicaset/life-assistant-merchant-service-76dd444dc         Created pod: life-assistant-merchant-service-76dd444dc-6grgl
7m47s       Normal    Created                        pod/life-assistant-merchant-service-76dd444dc-6grgl          Container created
7m47s       Normal    Started                        pod/life-assistant-merchant-service-76dd444dc-6grgl          Container started
7m47s       Normal    Pulled                         pod/life-assistant-merchant-service-76dd444dc-9mw4s          Container image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:merchant-service-50d3346ee281e2de2ed57bfe9139fe8feb72b1c4" already present on machine and can be accessed by the pod
7m47s       Normal    Pulled                         pod/life-assistant-merchant-service-76dd444dc-6grgl          Container image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:merchant-service-50d3346ee281e2de2ed57bfe9139fe8feb72b1c4" already present on machine and can be accessed by the pod
7m47s       Normal    Started                        pod/life-assistant-merchant-service-76dd444dc-9mw4s          Container started
7m47s       Normal    Created                        pod/life-assistant-merchant-service-76dd444dc-9mw4s          Container created
7m18s       Normal    SuccessfulDelete               replicaset/life-assistant-api-gateway-d7fc78bd               Deleted pod: life-assistant-api-gateway-d7fc78bd-6pkw9
7m18s       Normal    SuccessfulRescale              horizontalpodautoscaler/life-assistant-api-gateway           New size: 2; reason: All metrics below target
7m18s       Normal    ScalingReplicaSet              deployment/life-assistant-api-gateway                        Scaled down replica set life-assistant-api-gateway-d7fc78bd from 3 to 2
7m18s       Normal    Killing                        pod/life-assistant-api-gateway-d7fc78bd-6pkw9                Stopping container api-gateway
7m12s       Warning   Unhealthy                      pod/life-assistant-api-gateway-d7fc78bd-6pkw9                Readiness probe failed: HTTP probe failed with statuscode: 503
6m52s       Warning   Unhealthy                      pod/life-assistant-api-gateway-d7fc78bd-6pkw9                Readiness probe failed: Get "http://10.42.0.205:8080/actuator/health/readiness": dial tcp 10.42.0.205:8080: connect: connection refused
6m47s       Warning   Unhealthy                      pod/life-assistant-merchant-service-76dd444dc-9mw4s          Liveness probe failed: Get "http://10.42.0.212:8081/api/health": dial tcp 10.42.0.212:8081: connect: connection refused
6m47s       Warning   Unhealthy                      pod/life-assistant-merchant-service-76dd444dc-6grgl          Liveness probe failed: Get "http://10.42.0.211:8081/api/health": dial tcp 10.42.0.211:8081: connect: connection refused
6m42s       Warning   Unhealthy                      pod/life-assistant-merchant-service-76dd444dc-9mw4s          Readiness probe failed: Get "http://10.42.0.212:8081/api/health": dial tcp 10.42.0.212:8081: connect: connection refused
6m42s       Warning   Unhealthy                      pod/life-assistant-merchant-service-76dd444dc-6grgl          Readiness probe failed: Get "http://10.42.0.211:8081/api/health": dial tcp 10.42.0.211:8081: connect: connection refused
6m34s       Warning   Unhealthy                      pod/life-assistant-merchant-service-76dd444dc-6grgl          Readiness probe failed: Get "http://10.42.0.211:8081/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
6m34s       Warning   Unhealthy                      pod/life-assistant-merchant-service-76dd444dc-9mw4s          Liveness probe failed: Get "http://10.42.0.212:8081/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
6m34s       Warning   Unhealthy                      pod/life-assistant-merchant-service-76dd444dc-9mw4s          Readiness probe failed: Get "http://10.42.0.212:8081/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
6m34s       Warning   Unhealthy                      pod/life-assistant-merchant-service-76dd444dc-6grgl          Liveness probe failed: Get "http://10.42.0.211:8081/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
6m18s       Normal    SuccessfulCreate               replicaset/life-assistant-order-service-5c75679647           Created pod: life-assistant-order-service-5c75679647-55rtx
6m18s       Normal    SuccessfulCreate               replicaset/life-assistant-order-service-5c75679647           Created pod: life-assistant-order-service-5c75679647-4rlzq
6m18s       Normal    ScalingReplicaSet              deployment/life-assistant-merchant-service                   Scaled up replica set life-assistant-merchant-service-76dd444dc from 4 to 5
6m18s       Normal    SuccessfulRescale              horizontalpodautoscaler/life-assistant-merchant-service      New size: 5; reason: cpu resource utilization (percentage of request) above target
6m18s       Normal    SuccessfulCreate               replicaset/life-assistant-merchant-service-76dd444dc         Created pod: life-assistant-merchant-service-76dd444dc-tbcq9
6m18s       Normal    ScalingReplicaSet              deployment/life-assistant-order-service                      Scaled up replica set life-assistant-order-service-5c75679647 from 1 to 3
