LAST SEEN   TYPE      REASON                         OBJECT                                                       MESSAGE
14m         Normal    Pulled                         pod/life-assistant-settlement-service-85968c8f84-phmj4       Successfully pulled image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:settlement-service-50d3346ee281e2de2ed57bfe9139fe8feb72b1c4" in 7.877s (7.877s including waiting). Image size: 179865925 bytes.
14m         Normal    Started                        pod/life-assistant-settlement-service-85968c8f84-phmj4       Container started
14m         Normal    Created                        pod/life-assistant-settlement-service-85968c8f84-phmj4       Container created
14m         Warning   Unhealthy                      pod/life-assistant-settlement-service-775bdb5dc8-4vk92       Readiness probe failed: Get "http://10.42.0.177:8084/api/health": dial tcp 10.42.0.177:8084: connect: connection refused
13m         Warning   Unhealthy                      pod/life-assistant-settlement-service-85968c8f84-phmj4       Readiness probe failed: Get "http://10.42.0.199:8084/api/health": dial tcp 10.42.0.199:8084: connect: connection refused
13m         Warning   Unhealthy                      pod/life-assistant-settlement-service-85968c8f84-phmj4       Liveness probe failed: Get "http://10.42.0.199:8084/api/health": dial tcp 10.42.0.199:8084: connect: connection refused
13m         Normal    SuccessfulCreate               replicaset/life-assistant-fulfillment-service-7d988c8b64     Created pod: life-assistant-fulfillment-service-7d988c8b64-rzmmx
13m         Normal    SuccessfulDelete               replicaset/life-assistant-fulfillment-service-6899c79c8      Deleted pod: life-assistant-fulfillment-service-6899c79c8-vcrpg
13m         Normal    ScalingReplicaSet              deployment/life-assistant-fulfillment-service                Scaled up replica set life-assistant-fulfillment-service-7d988c8b64 from 0 to 1
13m         Normal    Killing                        pod/life-assistant-fulfillment-service-6899c79c8-vcrpg       Stopping container fulfillment-service
13m         Normal    ScalingReplicaSet              deployment/life-assistant-fulfillment-service                Scaled down replica set life-assistant-fulfillment-service-6899c79c8 from 1 to 0
13m         Normal    Pulling                        pod/life-assistant-fulfillment-service-7d988c8b64-rzmmx      Pulling image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:fulfillment-service-50d3346ee281e2de2ed57bfe9139fe8feb72b1c4"
13m         Normal    Created                        pod/life-assistant-fulfillment-service-7d988c8b64-rzmmx      Container created
13m         Normal    Started                        pod/life-assistant-fulfillment-service-7d988c8b64-rzmmx      Container started
13m         Normal    Pulled                         pod/life-assistant-fulfillment-service-7d988c8b64-rzmmx      Successfully pulled image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:fulfillment-service-50d3346ee281e2de2ed57bfe9139fe8feb72b1c4" in 7.991s (7.991s including waiting). Image size: 180040431 bytes.
13m         Warning   Unhealthy                      pod/life-assistant-fulfillment-service-6899c79c8-vcrpg       Readiness probe failed: Get "http://10.42.0.178:8085/api/health": dial tcp 10.42.0.178:8085: connect: connection refused
12m         Warning   Unhealthy                      pod/life-assistant-fulfillment-service-7d988c8b64-rzmmx      Liveness probe failed: Get "http://10.42.0.200:8085/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
12m         Warning   Unhealthy                      pod/life-assistant-fulfillment-service-7d988c8b64-rzmmx      Readiness probe failed: Get "http://10.42.0.200:8085/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
12m         Normal    SuccessfulCreate               replicaset/life-assistant-engagement-service-5ff9ccfcb9      Created pod: life-assistant-engagement-service-5ff9ccfcb9-2fq9n
12m         Normal    Killing                        pod/life-assistant-engagement-service-7f4d97d587-tvnkx       Stopping container engagement-service
12m         Normal    ScalingReplicaSet              deployment/life-assistant-engagement-service                 Scaled up replica set life-assistant-engagement-service-5ff9ccfcb9 from 0 to 1
12m         Normal    ScalingReplicaSet              deployment/life-assistant-engagement-service                 Scaled down replica set life-assistant-engagement-service-7f4d97d587 from 1 to 0
12m         Normal    SuccessfulDelete               replicaset/life-assistant-engagement-service-7f4d97d587      Deleted pod: life-assistant-engagement-service-7f4d97d587-tvnkx
12m         Normal    Pulling                        pod/life-assistant-engagement-service-5ff9ccfcb9-2fq9n       Pulling image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:engagement-service-50d3346ee281e2de2ed57bfe9139fe8feb72b1c4"
12m         Normal    Created                        pod/life-assistant-engagement-service-5ff9ccfcb9-2fq9n       Container created
12m         Normal    Pulled                         pod/life-assistant-engagement-service-5ff9ccfcb9-2fq9n       Successfully pulled image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:engagement-service-50d3346ee281e2de2ed57bfe9139fe8feb72b1c4" in 8.492s (8.492s including waiting). Image size: 183706580 bytes.
12m         Normal    Started                        pod/life-assistant-engagement-service-5ff9ccfcb9-2fq9n       Container started
11m         Warning   Unhealthy                      pod/life-assistant-engagement-service-7f4d97d587-tvnkx       Readiness probe failed: Get "http://10.42.0.179:8086/api/health": dial tcp 10.42.0.179:8086: connect: connection refused
11m         Warning   Unhealthy                      pod/life-assistant-engagement-service-5ff9ccfcb9-2fq9n       Liveness probe failed: Get "http://10.42.0.201:8086/api/health": dial tcp 10.42.0.201:8086: connect: connection refused
11m         Warning   Unhealthy                      pod/life-assistant-engagement-service-5ff9ccfcb9-2fq9n       Readiness probe failed: Get "http://10.42.0.201:8086/api/health": dial tcp 10.42.0.201:8086: connect: connection refused
10m         Warning   Unhealthy                      pod/life-assistant-engagement-service-5ff9ccfcb9-2fq9n       Readiness probe failed: Get "http://10.42.0.201:8086/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
10m         Normal    ScalingReplicaSet              deployment/life-assistant-api-gateway                        Scaled up replica set life-assistant-api-gateway-d7fc78bd from 0 to 1
10m         Normal    SuccessfulCreate               replicaset/life-assistant-api-gateway-d7fc78bd               Created pod: life-assistant-api-gateway-d7fc78bd-48n7m
10m         Normal    Killing                        pod/life-assistant-api-gateway-5c46956746-p7kr4              Stopping container api-gateway
10m         Normal    ScalingReplicaSet              deployment/life-assistant-api-gateway                        Scaled down replica set life-assistant-api-gateway-5c46956746 from 1 to 0
10m         Normal    SuccessfulDelete               replicaset/life-assistant-api-gateway-5c46956746             Deleted pod: life-assistant-api-gateway-5c46956746-p7kr4
10m         Normal    Pulling                        pod/life-assistant-api-gateway-d7fc78bd-48n7m                Pulling image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:api-gateway-50d3346ee281e2de2ed57bfe9139fe8feb72b1c4"
10m         Normal    Created                        pod/life-assistant-api-gateway-d7fc78bd-48n7m                Container created
10m         Normal    Pulled                         pod/life-assistant-api-gateway-d7fc78bd-48n7m                Successfully pulled image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:api-gateway-50d3346ee281e2de2ed57bfe9139fe8feb72b1c4" in 5.759s (5.759s including waiting). Image size: 159620874 bytes.
10m         Normal    Started                        pod/life-assistant-api-gateway-d7fc78bd-48n7m                Container started
10m         Warning   Unhealthy                      pod/life-assistant-api-gateway-5c46956746-p7kr4              Readiness probe failed: HTTP probe failed with statuscode: 503
10m         Warning   Unhealthy                      pod/life-assistant-api-gateway-5c46956746-p7kr4              Readiness probe failed: Get "http://10.42.0.180:8080/actuator/health/readiness": dial tcp 10.42.0.180:8080: connect: connection refused
10m         Warning   Unhealthy                      pod/life-assistant-api-gateway-d7fc78bd-48n7m                Readiness probe failed: Get "http://10.42.0.202:8080/actuator/health/readiness": dial tcp 10.42.0.202:8080: connect: connection refused
10m         Warning   Unhealthy                      pod/life-assistant-frontend-69567b8ddc-xb42j                 Readiness probe failed: wget: server returned error: HTTP/1.1 502 Bad Gateway
9m59s       Normal    ScalingReplicaSet              deployment/life-assistant-frontend                           Scaled down replica set life-assistant-frontend-69567b8ddc from 1 to 0
9m59s       Normal    SuccessfulDelete               replicaset/life-assistant-frontend-69567b8ddc                Deleted pod: life-assistant-frontend-69567b8ddc-xb42j
9m58s       Normal    SuccessfulCreate               replicaset/life-assistant-frontend-745b598b7c                Created pod: life-assistant-frontend-745b598b7c-sdf46
9m58s       Normal    ScalingReplicaSet              deployment/life-assistant-frontend                           Scaled up replica set life-assistant-frontend-745b598b7c from 0 to 1
9m58s       Normal    Killing                        pod/life-assistant-frontend-69567b8ddc-xb42j                 Stopping container frontend
9m57s       Normal    Pulling                        pod/life-assistant-frontend-745b598b7c-sdf46                 Pulling image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:frontend-50d3346ee281e2de2ed57bfe9139fe8feb72b1c4"
9m56s       Normal    Created                        pod/life-assistant-frontend-745b598b7c-sdf46                 Container created
9m56s       Normal    Pulled                         pod/life-assistant-frontend-745b598b7c-sdf46                 Successfully pulled image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:frontend-50d3346ee281e2de2ed57bfe9139fe8feb72b1c4" in 1.356s (1.356s including waiting). Image size: 57853799 bytes.
9m56s       Normal    Started                        pod/life-assistant-frontend-745b598b7c-sdf46                 Container started
9m32s       Normal    SuccessfulRescale              horizontalpodautoscaler/life-assistant-api-gateway           New size: 2; reason: cpu resource utilization (percentage of request) above target
9m32s       Normal    Pulled                         pod/life-assistant-api-gateway-d7fc78bd-4xvj4                Container image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:api-gateway-50d3346ee281e2de2ed57bfe9139fe8feb72b1c4" already present on machine and can be accessed by the pod
9m32s       Normal    Created                        pod/life-assistant-api-gateway-d7fc78bd-4xvj4                Container created
9m32s       Normal    ScalingReplicaSet              deployment/life-assistant-api-gateway                        Scaled up replica set life-assistant-api-gateway-d7fc78bd from 1 to 2
9m32s       Normal    Started                        pod/life-assistant-api-gateway-d7fc78bd-4xvj4                Container started
9m32s       Normal    SuccessfulCreate               replicaset/life-assistant-api-gateway-d7fc78bd               Created pod: life-assistant-api-gateway-d7fc78bd-4xvj4
8m46s       Warning   Unhealthy                      pod/life-assistant-api-gateway-d7fc78bd-4xvj4                Readiness probe failed: Get "http://10.42.0.204:8080/actuator/health/readiness": dial tcp 10.42.0.204:8080: connect: connection refused
5m17s       Normal    SuccessfulRescale              horizontalpodautoscaler/life-assistant-merchant-service      New size: 2; reason: cpu resource utilization (percentage of request) above target
5m17s       Normal    SuccessfulCreate               replicaset/life-assistant-api-gateway-d7fc78bd               Created pod: life-assistant-api-gateway-d7fc78bd-6pkw9
5m17s       Normal    SuccessfulCreate               replicaset/life-assistant-merchant-service-c864547b8         Created pod: life-assistant-merchant-service-c864547b8-pd5l5
5m17s       Normal    SuccessfulRescale              horizontalpodautoscaler/life-assistant-api-gateway           New size: 3; reason: cpu resource utilization (percentage of request) above target
5m17s       Normal    ScalingReplicaSet              deployment/life-assistant-api-gateway                        Scaled up replica set life-assistant-api-gateway-d7fc78bd from 2 to 3
5m17s       Normal    ScalingReplicaSet              deployment/life-assistant-merchant-service                   Scaled up replica set life-assistant-merchant-service-c864547b8 from 1 to 2
5m16s       Normal    Pulled                         pod/life-assistant-merchant-service-c864547b8-pd5l5          Container image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:merchant-service-50d3346ee281e2de2ed57bfe9139fe8feb72b1c4" already present on machine and can be accessed by the pod
5m16s       Normal    Created                        pod/life-assistant-merchant-service-c864547b8-pd5l5          Container created
5m16s       Normal    Started                        pod/life-assistant-merchant-service-c864547b8-pd5l5          Container started
5m16s       Normal    Started                        pod/life-assistant-api-gateway-d7fc78bd-6pkw9                Container started
5m16s       Normal    Created                        pod/life-assistant-api-gateway-d7fc78bd-6pkw9                Container created
5m16s       Normal    Pulled                         pod/life-assistant-api-gateway-d7fc78bd-6pkw9                Container image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:api-gateway-50d3346ee281e2de2ed57bfe9139fe8feb72b1c4" already present on machine and can be accessed by the pod
4m30s       Warning   Unhealthy                      pod/life-assistant-api-gateway-d7fc78bd-6pkw9                Readiness probe failed: Get "http://10.42.0.205:8080/actuator/health/readiness": dial tcp 10.42.0.205:8080: connect: connection refused
4m16s       Warning   Unhealthy                      pod/life-assistant-merchant-service-c864547b8-pd5l5          Liveness probe failed: Get "http://10.42.0.206:8081/api/health": dial tcp 10.42.0.206:8081: connect: connection refused
4m7s        Warning   Unhealthy                      pod/life-assistant-merchant-service-c864547b8-pd5l5          Readiness probe failed: Get "http://10.42.0.206:8081/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
3m41s       Normal    ScalingReplicaSet              deployment/life-assistant-user-service                       Scaled down replica set life-assistant-user-service-5c79b6c75c from 1 to 0
3m41s       Normal    Killing                        pod/life-assistant-merchant-service-c864547b8-pd5l5          Stopping container merchant-service
3m41s       Normal    SuccessfulDelete               replicaset/life-assistant-user-service-5c79b6c75c            Deleted pod: life-assistant-user-service-5c79b6c75c-wzrr8
3m41s       Normal    SuccessfulDelete               replicaset/life-assistant-merchant-service-c864547b8         Deleted pod: life-assistant-merchant-service-c864547b8-pd5l5
3m41s       Normal    ScalingReplicaSet              deployment/life-assistant-user-service                       Scaled up replica set life-assistant-user-service-8486f4fdc9 from 0 to 1
3m41s       Normal    SuccessfulCreate               replicaset/life-assistant-user-service-8486f4fdc9            Created pod: life-assistant-user-service-8486f4fdc9-d4pf7
3m41s       Normal    ScalingReplicaSet              deployment/life-assistant-merchant-service                   Scaled down replica set life-assistant-merchant-service-c864547b8 from 2 to 1
3m41s       Normal    SuccessfulCreate               replicaset/life-assistant-merchant-service-76dd444dc         Created pod: life-assistant-merchant-service-76dd444dc-s4zww
3m41s       Normal    ScalingReplicaSet              deployment/life-assistant-merchant-service                   Scaled up replica set life-assistant-merchant-service-76dd444dc from 0 to 1
3m41s       Normal    Killing                        pod/life-assistant-user-service-5c79b6c75c-wzrr8             Stopping container user-service
3m40s       Normal    ScalingReplicaSet              deployment/life-assistant-fulfillment-service                Scaled down replica set life-assistant-fulfillment-service-7d988c8b64 from 1 to 0
3m40s       Normal    Started                        pod/life-assistant-merchant-service-76dd444dc-s4zww          Container started
3m40s       Normal    Created                        pod/life-assistant-merchant-service-76dd444dc-s4zww          Container created
3m40s       Normal    Pulled                         pod/life-assistant-fulfillment-service-5579cbdf5d-5mjsl      Container image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:fulfillment-service-50d3346ee281e2de2ed57bfe9139fe8feb72b1c4" already present on machine and can be accessed by the pod
3m40s       Normal    SuccessfulCreate               replicaset/life-assistant-fulfillment-service-5579cbdf5d     Created pod: life-assistant-fulfillment-service-5579cbdf5d-5mjsl
3m40s       Normal    Killing                        pod/life-assistant-fulfillment-service-7d988c8b64-rzmmx      Stopping container fulfillment-service
3m40s       Normal    SuccessfulDelete               replicaset/life-assistant-fulfillment-service-7d988c8b64     Deleted pod: life-assistant-fulfillment-service-7d988c8b64-rzmmx
3m40s       Normal    Pulled                         pod/life-assistant-user-service-8486f4fdc9-d4pf7             Container image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:user-service-50d3346ee281e2de2ed57bfe9139fe8feb72b1c4" already present on machine and can be accessed by the pod
3m40s       Normal    ScalingReplicaSet              deployment/life-assistant-fulfillment-service                Scaled up replica set life-assistant-fulfillment-service-5579cbdf5d from 0 to 1
3m40s       Normal    Pulled                         pod/life-assistant-merchant-service-76dd444dc-s4zww          Container image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:merchant-service-50d3346ee281e2de2ed57bfe9139fe8feb72b1c4" already present on machine and can be accessed by the pod
3m40s       Normal    Started                        pod/life-assistant-user-service-8486f4fdc9-d4pf7             Container started
3m40s       Normal    Created                        pod/life-assistant-user-service-8486f4fdc9-d4pf7             Container created
3m39s       Normal    Created                        pod/life-assistant-fulfillment-service-5579cbdf5d-5mjsl      Container created
3m39s       Normal    Started                        pod/life-assistant-fulfillment-service-5579cbdf5d-5mjsl      Container started
3m21s       Warning   Unhealthy                      pod/life-assistant-user-service-5c79b6c75c-wzrr8             Readiness probe failed: Get "http://10.42.0.197:8082/api/health": dial tcp 10.42.0.197:8082: connect: connection refused
3m20s       Warning   Unhealthy                      pod/life-assistant-merchant-service-c864547b8-pd5l5          Readiness probe failed: Get "http://10.42.0.206:8081/api/health": dial tcp 10.42.0.206:8081: connect: connection refused
3m14s       Warning   Unhealthy                      pod/life-assistant-fulfillment-service-7d988c8b64-rzmmx      Readiness probe failed: Get "http://10.42.0.200:8085/api/health": dial tcp 10.42.0.200:8085: connect: connection refused
2m40s       Warning   Unhealthy                      pod/life-assistant-user-service-8486f4fdc9-d4pf7             Readiness probe failed: Get "http://10.42.0.207:8082/api/health": dial tcp 10.42.0.207:8082: connect: connection refused
2m40s       Warning   Unhealthy                      pod/life-assistant-frontend-745b598b7c-sdf46                 Readiness probe failed: wget: server returned error: HTTP/1.1 503 Service Unavailable
2m40s       Warning   Unhealthy                      pod/life-assistant-merchant-service-76dd444dc-s4zww          Liveness probe failed: Get "http://10.42.0.208:8081/api/health": dial tcp 10.42.0.208:8081: connect: connection refused
2m39s       Warning   Unhealthy                      pod/life-assistant-merchant-service-76dd444dc-s4zww          Readiness probe failed: Get "http://10.42.0.208:8081/api/health": dial tcp 10.42.0.208:8081: connect: connection refused
2m39s       Warning   Unhealthy                      pod/life-assistant-fulfillment-service-5579cbdf5d-5mjsl      Readiness probe failed: Get "http://10.42.0.209:8085/api/health": dial tcp 10.42.0.209:8085: connect: connection refused
2m32s       Warning   Unhealthy                      pod/life-assistant-user-service-8486f4fdc9-d4pf7             Readiness probe failed: Get "http://10.42.0.207:8082/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
2m31s       Normal    ScalingReplicaSet              deployment/life-assistant-merchant-service                   Scaled up replica set life-assistant-merchant-service-76dd444dc from 1 to 2
2m31s       Warning   Unhealthy                      pod/life-assistant-merchant-service-76dd444dc-s4zww          Readiness probe failed: Get "http://10.42.0.208:8081/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
2m31s       Normal    SuccessfulDelete               replicaset/life-assistant-merchant-service-c864547b8         Deleted pod: life-assistant-merchant-service-c864547b8-vdbst
2m31s       Warning   Unhealthy                      pod/life-assistant-fulfillment-service-5579cbdf5d-5mjsl      Readiness probe failed: Get "http://10.42.0.209:8085/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
2m31s       Normal    Killing                        pod/life-assistant-merchant-service-c864547b8-vdbst          Stopping container merchant-service
2m31s       Normal    ScalingReplicaSet              deployment/life-assistant-merchant-service                   Scaled down replica set life-assistant-merchant-service-c864547b8 from 1 to 0
2m30s       Normal    Pulled                         pod/life-assistant-merchant-service-76dd444dc-7ldm5          Container image "crpi-c1t50gwiyvjmmjw6-vpc.cn-heyuan.personal.cr.aliyuncs.com/buaa_summer/life-service-assistant:merchant-service-50d3346ee281e2de2ed57bfe9139fe8feb72b1c4" already present on machine and can be accessed by the pod
2m30s       Normal    Created                        pod/life-assistant-merchant-service-76dd444dc-7ldm5          Container created
2m30s       Normal    Started                        pod/life-assistant-merchant-service-76dd444dc-7ldm5          Container started
2m30s       Normal    SuccessfulCreate               replicaset/life-assistant-merchant-service-76dd444dc         Created pod: life-assistant-merchant-service-76dd444dc-7ldm5
2m29s       Warning   Unhealthy                      pod/life-assistant-frontend-745b598b7c-sdf46                 Readiness probe failed: command timed out: "sh -c wget -q -O - http://127.0.0.1/api/health | grep -q '\"code\":200'" timed out after 3s
2m2s        Warning   FailedGetResourceMetric        horizontalpodautoscaler/life-assistant-user-service          failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
2m2s        Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/life-assistant-user-service          invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
2m2s        Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/life-assistant-fulfillment-service   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
2m2s        Warning   FailedGetResourceMetric        horizontalpodautoscaler/life-assistant-fulfillment-service   failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
2m2s        Warning   FailedGetResourceMetric        horizontalpodautoscaler/life-assistant-merchant-service      failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
2m2s        Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/life-assistant-merchant-service      invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
2m1s        Warning   Unhealthy                      pod/life-assistant-merchant-service-c864547b8-vdbst          Readiness probe failed: Get "http://10.42.0.196:8081/api/health": dial tcp 10.42.0.196:8081: connect: connection refused
90s         Warning   Unhealthy                      pod/life-assistant-merchant-service-76dd444dc-7ldm5          Readiness probe failed: Get "http://10.42.0.210:8081/api/health": dial tcp 10.42.0.210:8081: connect: connection refused
90s         Warning   Unhealthy                      pod/life-assistant-merchant-service-76dd444dc-7ldm5          Liveness probe failed: Get "http://10.42.0.210:8081/api/health": dial tcp 10.42.0.210:8081: connect: connection refused
81s         Warning   Unhealthy                      pod/life-assistant-merchant-service-76dd444dc-7ldm5          Readiness probe failed: Get "http://10.42.0.210:8081/api/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
